UserID,PreferredIndustries,PreferredSupplierType,PreferredOrderQuantity,PreferredShippingMethod,ReceiveAlerts,RegistrationDate
1235,"Handicrafts & Furniture,Agriculture & Food,Textiles & Garments",Medium Enterprises,Large orders,Land Transport,False,2024-08-04 13:48:23.094766
1236,Textiles & Garments,Medium Enterprises,Medium orders,Air Freight,True,2025-01-09 13:48:23.094909
1237,"Agriculture & Food,Petroleum & Energy",Medium Enterprises,Small orders,Land Transport,True,2025-01-04 13:48:23.095053
1238,"Agriculture & Food,Textiles & Garments",Medium Enterprises,Bulk orders,Sea Freight,True,2024-09-08 13:48:23.095197
1239,Textiles & Garments,Medium Enterprises,Bulk orders,Sea Freight,False,2025-05-22 13:48:23.095341
1240,Construction & Building Materials,Startups,Small orders,Express Delivery,False,2024-09-01 13:48:23.095489
1241,Chemicals & Fertilizers,Large Corporations,Medium orders,Express Delivery,True,2025-05-04 13:48:23.095634
1242,"Electronics,Agriculture & Food",Large Corporations,Medium orders,Sea Freight,True,2025-02-06 13:48:23.095786
1243,"Handicrafts & Furniture,Agriculture & Food",Large Corporations,Large orders,Air Freight,True,2025-01-18 13:48:23.095943
1244,Electronics,Startups,Large orders,Express Delivery,True,2025-03-07 13:48:23.096091
1245,"Chemicals & Fertilizers,Agriculture & Food,Petroleum & Energy",Medium Enterprises,Large orders,Air Freight,False,2024-12-07 13:48:23.096236
1246,"Agriculture & Food,Electronics",Large Corporations,Small orders,Air Freight,False,2025-02-03 13:48:23.096385
1247,"Construction & Building Materials,Textiles & Garments",Large Corporations,Small orders,Sea Freight,True,2024-08-06 13:48:23.096538
1248,"Construction & Building Materials,Chemicals & Fertilizers,Petroleum & Energy",Small Businesses,Small orders,Air Freight,False,2024-12-25 13:48:23.096729
1249,Petroleum & Energy,Startups,Bulk orders,Land Transport,True,2024-09-07 13:48:23.096887
1250,"Agriculture & Food,Chemicals & Fertilizers",Large Corporations,Small orders,Air Freight,False,2025-05-05 13:48:23.097033
1251,Chemicals & Fertilizers,Small Businesses,Small orders,Air Freight,False,2025-04-17 13:48:23.097188
1252,Chemicals & Fertilizers,Large Corporations,Large orders,Sea Freight,False,2024-11-14 13:48:23.097336
1253,Petroleum & Energy,Small Businesses,Bulk orders,Express Delivery,True,2025-03-21 13:48:23.097481
1254,Petroleum & Energy,Startups,Large orders,Express Delivery,True,2025-02-03 13:48:23.097627
1255,Electronics,Large Corporations,Large orders,Express Delivery,True,2024-09-28 13:48:23.097776
1256,Agriculture & Food,Startups,Bulk orders,Air Freight,True,2025-01-31 13:48:23.097933
1257,Construction & Building Materials,Medium Enterprises,Bulk orders,Sea Freight,True,2024-12-29 13:48:23.098089
1258,Chemicals & Fertilizers,Startups,Large orders,Express Delivery,False,2024-09-20 13:48:23.098241
1259,Handicrafts & Furniture,Small Businesses,Bulk orders,Sea Freight,True,2025-01-14 13:48:23.098388
1260,"Electronics,Chemicals & Fertilizers,Textiles & Garments",Startups,Medium orders,Express Delivery,True,2024-12-26 13:48:23.098544
1261,"Electronics,Construction & Building Materials,Petroleum & Energy",Medium Enterprises,Large orders,Land Transport,True,2024-09-21 13:48:23.098694
1262,Chemicals & Fertilizers,Medium Enterprises,Bulk orders,Sea Freight,False,2024-10-21 13:48:23.098843
1263,"Agriculture & Food,Textiles & Garments,Petroleum & Energy",Large Corporations,Small orders,Sea Freight,False,2024-09-04 13:48:23.098997
1264,Construction & Building Materials,Large Corporations,Medium orders,Land Transport,True,2025-03-20 13:48:23.099147
1265,Electronics,Large Corporations,Large orders,Sea Freight,True,2025-05-24 13:48:23.099296
1266,Petroleum & Energy,Startups,Medium orders,Sea Freight,False,2025-04-05 13:48:23.099444
1267,Electronics,Startups,Medium orders,Sea Freight,True,2025-06-06 13:48:23.099592
1268,Textiles & Garments,Small Businesses,Small orders,Express Delivery,False,2025-03-22 13:48:23.099740
1269,"Textiles & Garments,Chemicals & Fertilizers",Small Businesses,Medium orders,Air Freight,True,2025-05-27 13:48:23.099930
1270,"Construction & Building Materials,Textiles & Garments,Petroleum & Energy",Large Corporations,Small orders,Express Delivery,False,2025-05-23 13:48:23.100132
1271,"Electronics,Construction & Building Materials",Startups,Large orders,Air Freight,False,2025-05-09 13:48:23.100286
1272,"Petroleum & Energy,Chemicals & Fertilizers",Large Corporations,Bulk orders,Air Freight,False,2025-06-13 13:48:23.100423
1273,Agriculture & Food,Medium Enterprises,Medium orders,Sea Freight,True,2025-01-08 13:48:23.100559
1274,"Textiles & Garments,Construction & Building Materials,Electronics",Medium Enterprises,Medium orders,Sea Freight,True,2024-06-25 13:48:23.100699
1275,"Handicrafts & Furniture,Petroleum & Energy,Electronics",Large Corporations,Bulk orders,Air Freight,True,2024-10-08 13:48:23.100838
1276,"Textiles & Garments,Electronics,Handicrafts & Furniture",Small Businesses,Medium orders,Express Delivery,False,2024-10-19 13:48:23.100987
1277,"Petroleum & Energy,Agriculture & Food,Textiles & Garments",Medium Enterprises,Bulk orders,Air Freight,True,2025-04-16 13:48:23.101126
1278,"Construction & Building Materials,Electronics",Medium Enterprises,Medium orders,Air Freight,False,2024-07-14 13:48:23.101266
1279,"Construction & Building Materials,Agriculture & Food,Petroleum & Energy",Medium Enterprises,Medium orders,Land Transport,True,2024-07-02 13:48:23.101413
1280,Chemicals & Fertilizers,Medium Enterprises,Medium orders,Express Delivery,False,2024-10-28 13:48:23.101550
1281,"Handicrafts & Furniture,Electronics,Textiles & Garments",Medium Enterprises,Small orders,Sea Freight,False,2024-08-04 13:48:23.101689
1282,Chemicals & Fertilizers,Startups,Bulk orders,Sea Freight,False,2024-07-09 13:48:23.101834
1283,"Electronics,Agriculture & Food,Textiles & Garments",Medium Enterprises,Small orders,Air Freight,False,2025-05-03 13:48:23.101985
1284,Agriculture & Food,Large Corporations,Small orders,Air Freight,False,2024-12-20 13:48:23.102124
1285,Agriculture & Food,Startups,Large orders,Express Delivery,True,2025-01-13 13:48:23.102263
1286,"Chemicals & Fertilizers,Construction & Building Materials",Large Corporations,Large orders,Sea Freight,True,2024-08-15 13:48:23.102400
1287,"Petroleum & Energy,Electronics,Handicrafts & Furniture",Small Businesses,Small orders,Sea Freight,True,2024-12-02 13:48:23.102539
1288,"Electronics,Chemicals & Fertilizers,Construction & Building Materials",Medium Enterprises,Bulk orders,Sea Freight,True,2024-12-29 13:48:23.102685
1289,"Textiles & Garments,Chemicals & Fertilizers,Construction & Building Materials",Medium Enterprises,Medium orders,Air Freight,False,2024-07-10 13:48:23.102824
1290,Textiles & Garments,Startups,Bulk orders,Land Transport,True,2024-12-31 13:48:23.102969
1291,"Textiles & Garments,Agriculture & Food",Startups,Large orders,Land Transport,True,2025-05-15 13:48:23.103109
1292,"Agriculture & Food,Handicrafts & Furniture,Electronics",Medium Enterprises,Large orders,Express Delivery,False,2024-11-15 13:48:23.103249
1293,"Textiles & Garments,Agriculture & Food,Chemicals & Fertilizers",Small Businesses,Bulk orders,Sea Freight,False,2025-05-21 13:48:23.103388
1294,Chemicals & Fertilizers,Startups,Bulk orders,Air Freight,False,2024-11-01 13:48:23.103525
1295,"Handicrafts & Furniture,Textiles & Garments",Large Corporations,Small orders,Land Transport,True,2024-09-21 13:48:23.103666
1296,"Petroleum & Energy,Chemicals & Fertilizers",Startups,Large orders,Air Freight,True,2024-10-21 13:48:23.103811
1297,"Chemicals & Fertilizers,Agriculture & Food",Startups,Large orders,Air Freight,True,2024-09-06 13:48:23.103954
1298,"Petroleum & Energy,Electronics",Startups,Bulk orders,Air Freight,False,2024-12-22 13:48:23.104092
1299,"Electronics,Petroleum & Energy,Agriculture & Food",Large Corporations,Medium orders,Land Transport,False,2025-02-07 13:48:23.104232
1300,"Chemicals & Fertilizers,Construction & Building Materials,Agriculture & Food",Startups,Bulk orders,Sea Freight,False,2024-11-05 13:48:23.104371
1301,"Petroleum & Energy,Construction & Building Materials,Handicrafts & Furniture",Startups,Small orders,Express Delivery,False,2025-01-13 13:48:23.104511
1302,"Petroleum & Energy,Electronics",Startups,Medium orders,Sea Freight,False,2024-11-17 13:48:23.104650
1303,Handicrafts & Furniture,Startups,Medium orders,Sea Freight,True,2025-04-01 13:48:23.104789
1304,"Agriculture & Food,Chemicals & Fertilizers",Small Businesses,Small orders,Land Transport,False,2025-05-13 13:48:23.104933
1305,Textiles & Garments,Startups,Bulk orders,Sea Freight,True,2024-07-26 13:48:23.105072
1306,"Textiles & Garments,Petroleum & Energy,Construction & Building Materials",Medium Enterprises,Medium orders,Land Transport,False,2024-10-11 13:48:23.105212
1307,"Chemicals & Fertilizers,Petroleum & Energy,Textiles & Garments",Large Corporations,Large orders,Express Delivery,True,2025-04-10 13:48:23.105351
1308,"Petroleum & Energy,Construction & Building Materials",Small Businesses,Medium orders,Express Delivery,False,2025-05-08 13:48:23.105489
1309,Handicrafts & Furniture,Small Businesses,Medium orders,Land Transport,True,2025-03-17 13:48:23.105632
1310,"Chemicals & Fertilizers,Textiles & Garments",Large Corporations,Medium orders,Land Transport,False,2025-03-24 13:48:23.105775
1311,Electronics,Startups,Small orders,Land Transport,False,2024-09-14 13:48:23.105922
1312,Handicrafts & Furniture,Small Businesses,Large orders,Express Delivery,True,2025-02-15 13:48:23.106064
1313,"Chemicals & Fertilizers,Petroleum & Energy,Handicrafts & Furniture",Small Businesses,Bulk orders,Air Freight,False,2024-08-12 13:48:23.106204
1314,Petroleum & Energy,Medium Enterprises,Medium orders,Air Freight,False,2025-04-09 13:48:23.106343
1315,"Petroleum & Energy,Handicrafts & Furniture",Large Corporations,Bulk orders,Air Freight,False,2025-01-09 13:48:23.106484
1316,"Textiles & Garments,Construction & Building Materials,Electronics",Small Businesses,Bulk orders,Express Delivery,True,2024-12-26 13:48:23.106622
1317,Chemicals & Fertilizers,Large Corporations,Small orders,Sea Freight,False,2025-04-12 13:48:23.106764
1318,Textiles & Garments,Small Businesses,Large orders,Sea Freight,False,2025-03-15 13:48:23.107124
1319,"Petroleum & Energy,Handicrafts & Furniture",Startups,Large orders,Land Transport,False,2025-05-19 13:48:23.107418
1320,"Agriculture & Food,Handicrafts & Furniture",Medium Enterprises,Large orders,Land Transport,True,2024-10-02 13:48:23.107571
1321,"Construction & Building Materials,Chemicals & Fertilizers,Textiles & Garments",Startups,Medium orders,Sea Freight,True,2025-01-31 13:48:23.107719
1322,"Handicrafts & Furniture,Chemicals & Fertilizers,Electronics",Small Businesses,Large orders,Express Delivery,False,2024-08-29 13:48:23.107880
1323,Chemicals & Fertilizers,Medium Enterprises,Small orders,Sea Freight,False,2025-05-04 13:48:23.108098
1324,Construction & Building Materials,Large Corporations,Medium orders,Sea Freight,True,2024-09-24 13:48:23.108248
1325,Petroleum & Energy,Large Corporations,Large orders,Land Transport,True,2025-05-08 13:48:23.108385
1326,Petroleum & Energy,Medium Enterprises,Small orders,Air Freight,False,2025-02-28 13:48:23.108526
1327,"Chemicals & Fertilizers,Petroleum & Energy,Electronics",Small Businesses,Small orders,Sea Freight,True,2024-10-09 13:48:23.108678
1328,Petroleum & Energy,Large Corporations,Bulk orders,Sea Freight,False,2024-07-27 13:48:23.108822
1329,"Textiles & Garments,Handicrafts & Furniture",Startups,Bulk orders,Express Delivery,True,2024-11-03 13:48:23.108969
1330,"Textiles & Garments,Construction & Building Materials",Medium Enterprises,Medium orders,Land Transport,True,2024-09-23 13:48:23.109110
1331,"Construction & Building Materials,Electronics",Large Corporations,Bulk orders,Sea Freight,True,2025-02-19 13:48:23.109252
1332,"Agriculture & Food,Electronics",Medium Enterprises,Small orders,Air Freight,False,2024-09-21 13:48:23.109391
1333,"Construction & Building Materials,Handicrafts & Furniture,Petroleum & Energy",Small Businesses,Medium orders,Air Freight,True,2024-11-05 13:48:23.109542
1334,Chemicals & Fertilizers,Medium Enterprises,Bulk orders,Land Transport,True,2025-04-04 13:48:23.109687
1335,Agriculture & Food,Large Corporations,Large orders,Express Delivery,False,2024-07-16 13:48:23.109829
1336,Construction & Building Materials,Startups,Bulk orders,Air Freight,False,2024-12-31 13:48:23.109987
1337,"Petroleum & Energy,Chemicals & Fertilizers",Large Corporations,Bulk orders,Land Transport,True,2024-11-26 13:48:23.110136
1338,"Petroleum & Energy,Agriculture & Food",Medium Enterprises,Large orders,Air Freight,True,2024-08-26 13:48:23.110285
1339,Textiles & Garments,Startups,Small orders,Air Freight,False,2024-07-26 13:48:23.110436
1340,"Textiles & Garments,Construction & Building Materials",Medium Enterprises,Medium orders,Land Transport,False,2024-10-25 13:48:23.110582
1341,"Electronics,Construction & Building Materials,Textiles & Garments",Medium Enterprises,Medium orders,Air Freight,False,2025-02-11 13:48:23.110731
1342,Agriculture & Food,Startups,Medium orders,Express Delivery,True,2024-09-04 13:48:23.110884
1343,Electronics,Startups,Medium orders,Express Delivery,True,2025-01-02 13:48:23.111030
1344,Chemicals & Fertilizers,Large Corporations,Large orders,Land Transport,True,2025-05-05 13:48:23.111178
1345,"Handicrafts & Furniture,Electronics",Large Corporations,Bulk orders,Air Freight,False,2025-01-28 13:48:23.111320
1346,"Textiles & Garments,Petroleum & Energy,Handicrafts & Furniture",Small Businesses,Large orders,Air Freight,True,2024-06-27 13:48:23.111458
1347,"Electronics,Petroleum & Energy,Handicrafts & Furniture",Medium Enterprises,Bulk orders,Sea Freight,True,2025-01-15 13:48:23.111598
1348,"Petroleum & Energy,Electronics",Small Businesses,Bulk orders,Sea Freight,True,2025-04-13 13:48:23.111742
1349,"Construction & Building Materials,Electronics,Agriculture & Food",Startups,Medium orders,Air Freight,False,2025-06-11 13:48:23.111894
1350,Chemicals & Fertilizers,Large Corporations,Large orders,Sea Freight,False,2025-02-28 13:48:23.112035
1351,"Textiles & Garments,Agriculture & Food",Medium Enterprises,Bulk orders,Land Transport,True,2024-11-25 13:48:23.112174
1352,Construction & Building Materials,Large Corporations,Medium orders,Express Delivery,True,2024-12-23 13:48:23.112314
1353,"Petroleum & Energy,Agriculture & Food,Handicrafts & Furniture",Startups,Bulk orders,Air Freight,True,2024-07-14 13:48:23.112464
1354,Petroleum & Energy,Large Corporations,Medium orders,Air Freight,True,2024-11-20 13:48:23.112631
1355,"Agriculture & Food,Construction & Building Materials",Medium Enterprises,Bulk orders,Sea Freight,True,2024-11-24 13:48:23.112777
1356,"Construction & Building Materials,Textiles & Garments",Large Corporations,Medium orders,Express Delivery,False,2025-02-23 13:48:23.112923
1357,"Petroleum & Energy,Electronics,Textiles & Garments",Small Businesses,Large orders,Air Freight,True,2024-10-27 13:48:23.113062
1358,Textiles & Garments,Large Corporations,Bulk orders,Land Transport,True,2024-08-30 13:48:23.113201
1359,"Agriculture & Food,Petroleum & Energy",Startups,Small orders,Air Freight,False,2024-08-30 13:48:23.113337
1360,Agriculture & Food,Small Businesses,Large orders,Sea Freight,False,2025-01-23 13:48:23.113474
1361,"Chemicals & Fertilizers,Electronics",Large Corporations,Large orders,Express Delivery,False,2024-08-25 13:48:23.113621
1362,"Construction & Building Materials,Textiles & Garments,Agriculture & Food",Small Businesses,Large orders,Air Freight,True,2024-10-26 13:48:23.113773
1363,"Petroleum & Energy,Construction & Building Materials",Small Businesses,Small orders,Sea Freight,True,2024-07-14 13:48:23.113925
1364,"Agriculture & Food,Chemicals & Fertilizers,Construction & Building Materials",Startups,Bulk orders,Sea Freight,False,2024-12-20 13:48:23.114077
1365,"Petroleum & Energy,Handicrafts & Furniture",Startups,Medium orders,Express Delivery,True,2024-08-30 13:48:23.114225
1366,"Electronics,Handicrafts & Furniture",Small Businesses,Large orders,Air Freight,False,2024-07-02 13:48:23.114374
1367,"Textiles & Garments,Construction & Building Materials",Small Businesses,Medium orders,Air Freight,False,2024-07-31 13:48:23.114523
1368,Petroleum & Energy,Small Businesses,Large orders,Sea Freight,False,2025-03-08 13:48:23.114669
1369,"Construction & Building Materials,Petroleum & Energy",Startups,Bulk orders,Express Delivery,True,2024-12-12 13:48:23.114817
1370,"Electronics,Handicrafts & Furniture,Chemicals & Fertilizers",Startups,Large orders,Sea Freight,True,2025-05-24 13:48:23.114972
1371,Handicrafts & Furniture,Startups,Large orders,Air Freight,False,2024-09-08 13:48:23.115122
1372,"Electronics,Petroleum & Energy",Small Businesses,Medium orders,Air Freight,True,2024-08-16 13:48:23.115271
1373,"Handicrafts & Furniture,Electronics,Petroleum & Energy",Medium Enterprises,Large orders,Express Delivery,True,2025-06-03 13:48:23.115412
1374,"Agriculture & Food,Handicrafts & Furniture",Small Businesses,Small orders,Sea Freight,True,2024-08-10 13:48:23.115552
1375,"Petroleum & Energy,Handicrafts & Furniture",Medium Enterprises,Small orders,Express Delivery,False,2024-09-26 13:48:23.115706
1376,"Electronics,Petroleum & Energy",Startups,Medium orders,Sea Freight,True,2024-06-25 13:48:23.115845
1377,Petroleum & Energy,Medium Enterprises,Medium orders,Sea Freight,True,2025-05-03 13:48:23.116026
1378,"Construction & Building Materials,Chemicals & Fertilizers,Handicrafts & Furniture",Medium Enterprises,Medium orders,Air Freight,False,2025-01-29 13:48:23.116216
1379,"Textiles & Garments,Handicrafts & Furniture,Petroleum & Energy",Startups,Small orders,Land Transport,True,2024-10-31 13:48:23.116365
1380,"Textiles & Garments,Handicrafts & Furniture",Startups,Large orders,Air Freight,False,2025-03-16 13:48:23.116511
1381,"Electronics,Agriculture & Food",Medium Enterprises,Small orders,Sea Freight,True,2025-02-02 13:48:23.116657
1382,"Construction & Building Materials,Electronics,Petroleum & Energy",Startups,Small orders,Sea Freight,False,2025-05-31 13:48:23.116816
1383,"Petroleum & Energy,Agriculture & Food,Handicrafts & Furniture",Small Businesses,Bulk orders,Land Transport,False,2024-11-03 13:48:23.116972
1384,"Petroleum & Energy,Electronics,Handicrafts & Furniture",Small Businesses,Small orders,Sea Freight,False,2024-11-23 13:48:23.117121
1385,"Agriculture & Food,Chemicals & Fertilizers,Textiles & Garments",Small Businesses,Large orders,Air Freight,False,2025-03-12 13:48:23.117269
1386,"Handicrafts & Furniture,Petroleum & Energy",Startups,Large orders,Sea Freight,True,2025-05-21 13:48:23.117413
1387,Electronics,Small Businesses,Bulk orders,Express Delivery,False,2024-06-30 13:48:23.117559
1388,"Textiles & Garments,Construction & Building Materials,Petroleum & Energy",Medium Enterprises,Bulk orders,Air Freight,True,2025-01-08 13:48:23.117719
1389,Chemicals & Fertilizers,Startups,Bulk orders,Air Freight,True,2024-10-11 13:48:23.117872
1390,"Electronics,Construction & Building Materials",Small Businesses,Medium orders,Air Freight,False,2024-08-26 13:48:23.118026
1391,"Agriculture & Food,Chemicals & Fertilizers",Small Businesses,Large orders,Sea Freight,True,2025-06-10 13:48:23.118176
1392,Petroleum & Energy,Startups,Large orders,Air Freight,False,2025-06-05 13:48:23.118325
1393,"Textiles & Garments,Petroleum & Energy,Chemicals & Fertilizers",Startups,Bulk orders,Express Delivery,True,2025-03-18 13:48:23.118473
1394,"Textiles & Garments,Petroleum & Energy",Large Corporations,Large orders,Land Transport,False,2025-01-13 13:48:23.118622
1395,"Petroleum & Energy,Handicrafts & Furniture",Medium Enterprises,Small orders,Land Transport,True,2024-10-14 13:48:23.118769
1396,"Agriculture & Food,Chemicals & Fertilizers",Startups,Large orders,Sea Freight,True,2025-05-08 13:48:23.118926
1397,Electronics,Startups,Small orders,Air Freight,False,2025-05-11 13:48:23.119072
1398,Textiles & Garments,Startups,Medium orders,Express Delivery,False,2024-07-29 13:48:23.119216
1399,"Petroleum & Energy,Construction & Building Materials,Agriculture & Food",Large Corporations,Bulk orders,Air Freight,True,2025-06-06 13:48:23.119364
1400,Construction & Building Materials,Small Businesses,Small orders,Land Transport,True,2024-07-28 13:48:23.119517
1401,Petroleum & Energy,Medium Enterprises,Medium orders,Air Freight,False,2024-12-25 13:48:23.119669
1402,Handicrafts & Furniture,Small Businesses,Medium orders,Sea Freight,True,2025-02-20 13:48:23.119818
1403,"Electronics,Textiles & Garments,Construction & Building Materials",Medium Enterprises,Small orders,Air Freight,False,2024-06-27 13:48:23.119973
1404,Handicrafts & Furniture,Large Corporations,Small orders,Land Transport,False,2024-09-07 13:48:23.120128
1405,"Petroleum & Energy,Agriculture & Food,Handicrafts & Furniture",Large Corporations,Medium orders,Express Delivery,True,2025-02-04 13:48:23.120280
1406,"Textiles & Garments,Chemicals & Fertilizers,Agriculture & Food",Startups,Small orders,Express Delivery,True,2025-02-24 13:48:23.120432
1407,"Electronics,Textiles & Garments,Petroleum & Energy",Large Corporations,Small orders,Air Freight,True,2024-09-09 13:48:23.120575
1408,"Chemicals & Fertilizers,Handicrafts & Furniture,Agriculture & Food",Startups,Medium orders,Express Delivery,True,2024-08-30 13:48:23.120715
1409,Petroleum & Energy,Large Corporations,Medium orders,Air Freight,False,2024-12-29 13:48:23.120854
1410,Chemicals & Fertilizers,Small Businesses,Medium orders,Express Delivery,True,2025-03-05 13:48:23.120998
1411,"Agriculture & Food,Petroleum & Energy",Large Corporations,Bulk orders,Express Delivery,False,2025-05-09 13:48:23.121137
1412,"Petroleum & Energy,Chemicals & Fertilizers,Handicrafts & Furniture",Medium Enterprises,Medium orders,Sea Freight,False,2024-06-24 13:48:23.121276
1413,Construction & Building Materials,Medium Enterprises,Bulk orders,Land Transport,False,2025-05-25 13:48:23.121414
1414,Petroleum & Energy,Large Corporations,Medium orders,Sea Freight,False,2025-01-05 13:48:23.121561
1415,"Textiles & Garments,Construction & Building Materials,Petroleum & Energy",Small Businesses,Small orders,Express Delivery,False,2025-02-25 13:48:23.121706
1416,Construction & Building Materials,Large Corporations,Small orders,Land Transport,False,2025-03-27 13:48:23.121846
1417,Construction & Building Materials,Large Corporations,Medium orders,Land Transport,True,2025-02-10 13:48:23.121997
1418,Handicrafts & Furniture,Small Businesses,Medium orders,Sea Freight,False,2024-08-12 13:48:23.122135
1419,Petroleum & Energy,Large Corporations,Bulk orders,Air Freight,True,2024-09-18 13:48:23.122272
1420,"Electronics,Petroleum & Energy",Medium Enterprises,Medium orders,Air Freight,False,2025-01-05 13:48:23.122411
1421,Handicrafts & Furniture,Small Businesses,Small orders,Air Freight,False,2024-07-12 13:48:23.122550
1422,Electronics,Small Businesses,Bulk orders,Express Delivery,False,2025-01-20 13:48:23.122690
1423,"Textiles & Garments,Handicrafts & Furniture,Electronics",Startups,Large orders,Sea Freight,False,2025-05-25 13:48:23.122832
1424,"Construction & Building Materials,Electronics,Handicrafts & Furniture",Large Corporations,Medium orders,Express Delivery,False,2024-07-23 13:48:23.122981
1425,Petroleum & Energy,Startups,Small orders,Sea Freight,True,2025-06-11 13:48:23.123123
1426,Electronics,Medium Enterprises,Medium orders,Express Delivery,True,2025-05-28 13:48:23.123264
1427,"Construction & Building Materials,Agriculture & Food",Startups,Small orders,Air Freight,False,2024-12-16 13:48:23.123406
1428,"Textiles & Garments,Agriculture & Food,Petroleum & Energy",Startups,Bulk orders,Air Freight,False,2024-07-13 13:48:23.123551
1429,"Textiles & Garments,Chemicals & Fertilizers,Electronics",Small Businesses,Medium orders,Air Freight,False,2025-06-10 13:48:23.123691
1430,"Handicrafts & Furniture,Chemicals & Fertilizers",Startups,Small orders,Air Freight,True,2024-12-21 13:48:23.123831
1431,"Construction & Building Materials,Handicrafts & Furniture,Agriculture & Food",Startups,Medium orders,Express Delivery,False,2025-04-03 13:48:23.123976
1432,"Electronics,Agriculture & Food",Small Businesses,Large orders,Sea Freight,False,2025-05-06 13:48:23.124117
1433,"Petroleum & Energy,Agriculture & Food",Medium Enterprises,Medium orders,Air Freight,False,2024-07-28 13:48:23.124264
1434,"Handicrafts & Furniture,Textiles & Garments",Startups,Medium orders,Air Freight,True,2025-03-08 13:48:23.124415
1435,"Handicrafts & Furniture,Chemicals & Fertilizers,Agriculture & Food",Medium Enterprises,Small orders,Sea Freight,True,2025-03-29 13:48:23.124564
1436,"Agriculture & Food,Construction & Building Materials,Petroleum & Energy",Medium Enterprises,Medium orders,Air Freight,True,2024-09-05 13:48:23.124726
1437,Petroleum & Energy,Startups,Large orders,Air Freight,False,2025-04-04 13:48:23.124878
1438,Chemicals & Fertilizers,Medium Enterprises,Medium orders,Land Transport,False,2024-07-10 13:48:23.125028
1439,"Petroleum & Energy,Textiles & Garments,Chemicals & Fertilizers",Large Corporations,Medium orders,Land Transport,False,2024-07-03 13:48:23.125173
1440,Textiles & Garments,Small Businesses,Bulk orders,Land Transport,True,2024-10-14 13:48:23.125327
1441,"Chemicals & Fertilizers,Handicrafts & Furniture,Petroleum & Energy",Large Corporations,Bulk orders,Sea Freight,False,2024-11-25 13:48:23.125484
1442,Construction & Building Materials,Medium Enterprises,Medium orders,Express Delivery,True,2025-01-29 13:48:23.125621
1443,"Petroleum & Energy,Agriculture & Food",Startups,Medium orders,Land Transport,False,2024-06-23 13:48:23.125760
1444,Textiles & Garments,Small Businesses,Small orders,Sea Freight,True,2024-07-06 13:48:23.125908
1445,"Chemicals & Fertilizers,Textiles & Garments,Petroleum & Energy",Small Businesses,Medium orders,Express Delivery,True,2024-07-10 13:48:23.126049
1446,"Agriculture & Food,Construction & Building Materials",Startups,Bulk orders,Sea Freight,False,2025-03-01 13:48:23.126186
1447,Agriculture & Food,Startups,Large orders,Sea Freight,True,2024-11-23 13:48:23.126323
1448,"Construction & Building Materials,Agriculture & Food",Large Corporations,Large orders,Sea Freight,False,2024-10-17 13:48:23.126461
1449,Petroleum & Energy,Small Businesses,Medium orders,Express Delivery,True,2024-10-17 13:48:23.126598
1450,"Agriculture & Food,Petroleum & Energy,Handicrafts & Furniture",Small Businesses,Small orders,Express Delivery,False,2024-09-06 13:48:23.126736
1451,"Construction & Building Materials,Petroleum & Energy",Startups,Bulk orders,Air Freight,True,2024-08-09 13:48:23.126878
1452,"Chemicals & Fertilizers,Agriculture & Food",Medium Enterprises,Medium orders,Land Transport,False,2025-03-11 13:48:23.127016
1453,Construction & Building Materials,Large Corporations,Large orders,Sea Freight,True,2025-02-18 13:48:23.127272
1454,Handicrafts & Furniture,Small Businesses,Large orders,Sea Freight,True,2024-09-04 13:48:23.127460
1455,"Petroleum & Energy,Agriculture & Food,Handicrafts & Furniture",Small Businesses,Large orders,Express Delivery,True,2025-02-02 13:48:23.127636
1456,"Chemicals & Fertilizers,Construction & Building Materials",Large Corporations,Bulk orders,Sea Freight,True,2025-02-14 13:48:23.127824
1457,"Textiles & Garments,Agriculture & Food",Medium Enterprises,Bulk orders,Land Transport,False,2024-12-31 13:48:23.127973
1458,"Agriculture & Food,Construction & Building Materials,Textiles & Garments",Startups,Bulk orders,Express Delivery,True,2025-01-30 13:48:23.128112
1459,"Textiles & Garments,Petroleum & Energy,Construction & Building Materials",Startups,Large orders,Sea Freight,True,2024-06-27 13:48:23.128261
1460,"Chemicals & Fertilizers,Construction & Building Materials,Electronics",Large Corporations,Small orders,Express Delivery,True,2024-10-14 13:48:23.128409
1461,Handicrafts & Furniture,Medium Enterprises,Small orders,Land Transport,True,2024-08-06 13:48:23.128557
1462,Chemicals & Fertilizers,Large Corporations,Small orders,Land Transport,True,2024-11-21 13:48:23.128703
1463,Handicrafts & Furniture,Startups,Small orders,Express Delivery,False,2024-07-30 13:48:23.128846
1464,Textiles & Garments,Small Businesses,Large orders,Sea Freight,True,2024-07-12 13:48:23.128998
1465,"Electronics,Handicrafts & Furniture,Construction & Building Materials",Small Businesses,Medium orders,Sea Freight,True,2024-10-27 13:48:23.129155
1466,"Textiles & Garments,Handicrafts & Furniture",Startups,Large orders,Express Delivery,False,2024-08-07 13:48:23.129293
1467,Chemicals & Fertilizers,Large Corporations,Bulk orders,Express Delivery,True,2025-02-13 13:48:23.129440
1468,"Agriculture & Food,Construction & Building Materials",Startups,Bulk orders,Land Transport,True,2025-04-15 13:48:23.129586
1469,"Handicrafts & Furniture,Agriculture & Food,Textiles & Garments",Startups,Large orders,Sea Freight,True,2025-04-15 13:48:23.129727
