country,founded,id,industry,linkedin_url,locality,name,region,size,website
egypt,1990,egypt_470,textiles,linkedin.com/company/egypt-co-470,giza,Egyptian Company 470,alexandria governorate,1-10,company470.eg
egypt,1998,egypt_471,textiles,linkedin.com/company/egypt-co-471,luxor,Egyptian Company 471,luxor governorate,201-500,company471.eg
egypt,2000,egypt_472,construction,linkedin.com/company/egypt-co-472,alexandria,Egyptian Company 472,giza governorate,201-500,company472.eg
egypt,1992,egypt_473,agriculture,linkedin.com/company/egypt-co-473,luxor,Egyptian Company 473,alexandria governorate,51-200,company473.eg
egypt,2005,egypt_474,textiles,linkedin.com/company/egypt-co-474,luxor,Egyptian Company 474,cairo governorate,1-10,company474.eg
egypt,1999,egypt_475,construction,linkedin.com/company/egypt-co-475,port said,Egyptian Company 475,alexandria governorate,51-200,company475.eg
egypt,1991,egypt_476,agriculture,linkedin.com/company/egypt-co-476,port said,Egyptian Company 476,port said governorate,201-500,company476.eg
egypt,1994,egypt_477,agriculture,linkedin.com/company/egypt-co-477,giza,Egyptian Company 477,alexandria governorate,201-500,company477.eg
egypt,2010,egypt_478,agriculture,linkedin.com/company/egypt-co-478,luxor,Egyptian Company 478,cairo governorate,201-500,company478.eg
egypt,2006,egypt_479,textiles,linkedin.com/company/egypt-co-479,cairo,Egyptian Company 479,alexandria governorate,51-200,company479.eg
egypt,1997,egypt_480,it services,linkedin.com/company/egypt-co-480,luxor,Egyptian Company 480,port said governorate,1-10,company480.eg
egypt,2007,egypt_481,tourism,linkedin.com/company/egypt-co-481,luxor,Egyptian Company 481,luxor governorate,11-50,company481.eg
egypt,2006,egypt_482,construction,linkedin.com/company/egypt-co-482,cairo,Egyptian Company 482,luxor governorate,201-500,company482.eg
egypt,2012,egypt_483,it services,linkedin.com/company/egypt-co-483,luxor,Egyptian Company 483,cairo governorate,51-200,company483.eg
egypt,2019,egypt_484,it services,linkedin.com/company/egypt-co-484,cairo,Egyptian Company 484,giza governorate,11-50,company484.eg
egypt,1995,egypt_485,electronics,linkedin.com/company/egypt-co-485,alexandria,Egyptian Company 485,luxor governorate,11-50,company485.eg
egypt,1991,egypt_486,electronics,linkedin.com/company/egypt-co-486,giza,Egyptian Company 486,alexandria governorate,201-500,company486.eg
egypt,1999,egypt_487,tourism,linkedin.com/company/egypt-co-487,luxor,Egyptian Company 487,luxor governorate,51-200,company487.eg
egypt,2010,egypt_488,tourism,linkedin.com/company/egypt-co-488,giza,Egyptian Company 488,giza governorate,1-10,company488.eg
egypt,2020,egypt_489,electronics,linkedin.com/company/egypt-co-489,port said,Egyptian Company 489,giza governorate,51-200,company489.eg
egypt,2010,egypt_490,tourism,linkedin.com/company/egypt-co-490,giza,Egyptian Company 490,giza governorate,201-500,company490.eg
egypt,2019,egypt_491,agriculture,linkedin.com/company/egypt-co-491,luxor,Egyptian Company 491,luxor governorate,51-200,company491.eg
egypt,2004,egypt_492,agriculture,linkedin.com/company/egypt-co-492,luxor,Egyptian Company 492,alexandria governorate,51-200,company492.eg
egypt,2022,egypt_493,textiles,linkedin.com/company/egypt-co-493,luxor,Egyptian Company 493,luxor governorate,11-50,company493.eg
egypt,1999,egypt_494,it services,linkedin.com/company/egypt-co-494,luxor,Egyptian Company 494,luxor governorate,201-500,company494.eg
egypt,2022,egypt_495,agriculture,linkedin.com/company/egypt-co-495,luxor,Egyptian Company 495,giza governorate,51-200,company495.eg
egypt,2016,egypt_496,it services,linkedin.com/company/egypt-co-496,giza,Egyptian Company 496,alexandria governorate,201-500,company496.eg
egypt,2017,egypt_497,electronics,linkedin.com/company/egypt-co-497,giza,Egyptian Company 497,alexandria governorate,11-50,company497.eg
egypt,2008,egypt_498,textiles,linkedin.com/company/egypt-co-498,alexandria,Egyptian Company 498,giza governorate,1-10,company498.eg
egypt,1999,egypt_499,electronics,linkedin.com/company/egypt-co-499,port said,Egyptian Company 499,giza governorate,51-200,company499.eg
egypt,1993,egypt_500,electronics,linkedin.com/company/egypt-co-500,alexandria,Egyptian Company 500,giza governorate,11-50,company500.eg
egypt,2018,egypt_501,it services,linkedin.com/company/egypt-co-501,giza,Egyptian Company 501,giza governorate,11-50,company501.eg
egypt,2017,egypt_502,agriculture,linkedin.com/company/egypt-co-502,giza,Egyptian Company 502,luxor governorate,1-10,company502.eg
egypt,2013,egypt_503,agriculture,linkedin.com/company/egypt-co-503,port said,Egyptian Company 503,giza governorate,51-200,company503.eg
egypt,2016,egypt_504,tourism,linkedin.com/company/egypt-co-504,luxor,Egyptian Company 504,cairo governorate,51-200,company504.eg
egypt,2014,egypt_505,electronics,linkedin.com/company/egypt-co-505,alexandria,Egyptian Company 505,luxor governorate,11-50,company505.eg
egypt,2007,egypt_506,textiles,linkedin.com/company/egypt-co-506,alexandria,Egyptian Company 506,alexandria governorate,201-500,company506.eg
egypt,2014,egypt_507,tourism,linkedin.com/company/egypt-co-507,cairo,Egyptian Company 507,luxor governorate,51-200,company507.eg
egypt,2010,egypt_508,electronics,linkedin.com/company/egypt-co-508,cairo,Egyptian Company 508,port said governorate,1-10,company508.eg
egypt,2014,egypt_509,tourism,linkedin.com/company/egypt-co-509,port said,Egyptian Company 509,alexandria governorate,1-10,company509.eg
egypt,1996,egypt_510,construction,linkedin.com/company/egypt-co-510,alexandria,Egyptian Company 510,alexandria governorate,11-50,company510.eg
egypt,2002,egypt_511,textiles,linkedin.com/company/egypt-co-511,giza,Egyptian Company 511,port said governorate,11-50,company511.eg
egypt,2004,egypt_512,tourism,linkedin.com/company/egypt-co-512,port said,Egyptian Company 512,luxor governorate,1-10,company512.eg
egypt,1995,egypt_513,textiles,linkedin.com/company/egypt-co-513,alexandria,Egyptian Company 513,luxor governorate,51-200,company513.eg
egypt,1993,egypt_514,textiles,linkedin.com/company/egypt-co-514,port said,Egyptian Company 514,giza governorate,51-200,company514.eg
egypt,2015,egypt_515,textiles,linkedin.com/company/egypt-co-515,port said,Egyptian Company 515,giza governorate,51-200,company515.eg
egypt,2000,egypt_516,agriculture,linkedin.com/company/egypt-co-516,luxor,Egyptian Company 516,giza governorate,11-50,company516.eg
egypt,2019,egypt_517,electronics,linkedin.com/company/egypt-co-517,cairo,Egyptian Company 517,alexandria governorate,201-500,company517.eg
egypt,1991,egypt_518,agriculture,linkedin.com/company/egypt-co-518,giza,Egyptian Company 518,cairo governorate,51-200,company518.eg
egypt,2000,egypt_519,textiles,linkedin.com/company/egypt-co-519,cairo,Egyptian Company 519,luxor governorate,201-500,company519.eg
egypt,2010,egypt_520,agriculture,linkedin.com/company/egypt-co-520,port said,Egyptian Company 520,cairo governorate,1-10,company520.eg
egypt,2007,egypt_521,construction,linkedin.com/company/egypt-co-521,luxor,Egyptian Company 521,cairo governorate,1-10,company521.eg
egypt,2002,egypt_522,electronics,linkedin.com/company/egypt-co-522,cairo,Egyptian Company 522,giza governorate,1-10,company522.eg
egypt,2021,egypt_523,electronics,linkedin.com/company/egypt-co-523,luxor,Egyptian Company 523,port said governorate,201-500,company523.eg
egypt,2018,egypt_524,construction,linkedin.com/company/egypt-co-524,port said,Egyptian Company 524,port said governorate,201-500,company524.eg
egypt,1991,egypt_525,electronics,linkedin.com/company/egypt-co-525,luxor,Egyptian Company 525,cairo governorate,1-10,company525.eg
egypt,1993,egypt_526,tourism,linkedin.com/company/egypt-co-526,alexandria,Egyptian Company 526,alexandria governorate,201-500,company526.eg
egypt,2013,egypt_527,it services,linkedin.com/company/egypt-co-527,alexandria,Egyptian Company 527,giza governorate,51-200,company527.eg
egypt,2003,egypt_528,textiles,linkedin.com/company/egypt-co-528,alexandria,Egyptian Company 528,cairo governorate,51-200,company528.eg
egypt,1992,egypt_529,agriculture,linkedin.com/company/egypt-co-529,giza,Egyptian Company 529,alexandria governorate,1-10,company529.eg
egypt,1993,egypt_530,electronics,linkedin.com/company/egypt-co-530,cairo,Egyptian Company 530,alexandria governorate,11-50,company530.eg
egypt,2003,egypt_531,electronics,linkedin.com/company/egypt-co-531,luxor,Egyptian Company 531,cairo governorate,11-50,company531.eg
egypt,1994,egypt_532,agriculture,linkedin.com/company/egypt-co-532,port said,Egyptian Company 532,giza governorate,51-200,company532.eg
egypt,2019,egypt_533,electronics,linkedin.com/company/egypt-co-533,giza,Egyptian Company 533,cairo governorate,1-10,company533.eg
egypt,1997,egypt_534,tourism,linkedin.com/company/egypt-co-534,giza,Egyptian Company 534,luxor governorate,201-500,company534.eg
egypt,1996,egypt_535,electronics,linkedin.com/company/egypt-co-535,port said,Egyptian Company 535,cairo governorate,1-10,company535.eg
egypt,2017,egypt_536,tourism,linkedin.com/company/egypt-co-536,giza,Egyptian Company 536,cairo governorate,201-500,company536.eg
egypt,2015,egypt_537,it services,linkedin.com/company/egypt-co-537,giza,Egyptian Company 537,alexandria governorate,11-50,company537.eg
egypt,2001,egypt_538,construction,linkedin.com/company/egypt-co-538,cairo,Egyptian Company 538,cairo governorate,51-200,company538.eg
egypt,1992,egypt_539,it services,linkedin.com/company/egypt-co-539,luxor,Egyptian Company 539,giza governorate,11-50,company539.eg
egypt,2016,egypt_540,it services,linkedin.com/company/egypt-co-540,luxor,Egyptian Company 540,giza governorate,201-500,company540.eg
egypt,2010,egypt_541,tourism,linkedin.com/company/egypt-co-541,giza,Egyptian Company 541,port said governorate,51-200,company541.eg
egypt,1998,egypt_542,it services,linkedin.com/company/egypt-co-542,giza,Egyptian Company 542,cairo governorate,201-500,company542.eg
egypt,1997,egypt_543,agriculture,linkedin.com/company/egypt-co-543,luxor,Egyptian Company 543,luxor governorate,51-200,company543.eg
egypt,2022,egypt_544,textiles,linkedin.com/company/egypt-co-544,cairo,Egyptian Company 544,giza governorate,51-200,company544.eg
egypt,2014,egypt_545,it services,linkedin.com/company/egypt-co-545,cairo,Egyptian Company 545,cairo governorate,201-500,company545.eg
egypt,2007,egypt_546,agriculture,linkedin.com/company/egypt-co-546,giza,Egyptian Company 546,giza governorate,51-200,company546.eg
egypt,2002,egypt_547,it services,linkedin.com/company/egypt-co-547,giza,Egyptian Company 547,giza governorate,11-50,company547.eg
egypt,2016,egypt_548,it services,linkedin.com/company/egypt-co-548,cairo,Egyptian Company 548,cairo governorate,201-500,company548.eg
egypt,1991,egypt_549,tourism,linkedin.com/company/egypt-co-549,port said,Egyptian Company 549,giza governorate,1-10,company549.eg
egypt,1993,egypt_550,textiles,linkedin.com/company/egypt-co-550,cairo,Egyptian Company 550,alexandria governorate,51-200,company550.eg
egypt,2018,egypt_551,textiles,linkedin.com/company/egypt-co-551,alexandria,Egyptian Company 551,luxor governorate,1-10,company551.eg
egypt,2019,egypt_552,electronics,linkedin.com/company/egypt-co-552,giza,Egyptian Company 552,port said governorate,51-200,company552.eg
egypt,1992,egypt_553,electronics,linkedin.com/company/egypt-co-553,alexandria,Egyptian Company 553,giza governorate,11-50,company553.eg
egypt,1996,egypt_554,textiles,linkedin.com/company/egypt-co-554,luxor,Egyptian Company 554,luxor governorate,51-200,company554.eg
egypt,2015,egypt_555,electronics,linkedin.com/company/egypt-co-555,luxor,Egyptian Company 555,cairo governorate,201-500,company555.eg
egypt,2006,egypt_556,electronics,linkedin.com/company/egypt-co-556,cairo,Egyptian Company 556,giza governorate,201-500,company556.eg
egypt,2012,egypt_557,tourism,linkedin.com/company/egypt-co-557,port said,Egyptian Company 557,alexandria governorate,201-500,company557.eg
egypt,2010,egypt_558,agriculture,linkedin.com/company/egypt-co-558,giza,Egyptian Company 558,giza governorate,11-50,company558.eg
egypt,1998,egypt_559,construction,linkedin.com/company/egypt-co-559,alexandria,Egyptian Company 559,port said governorate,51-200,company559.eg
egypt,2014,egypt_560,textiles,linkedin.com/company/egypt-co-560,luxor,Egyptian Company 560,luxor governorate,1-10,company560.eg
egypt,2012,egypt_561,construction,linkedin.com/company/egypt-co-561,cairo,Egyptian Company 561,cairo governorate,51-200,company561.eg
egypt,2013,egypt_562,electronics,linkedin.com/company/egypt-co-562,giza,Egyptian Company 562,cairo governorate,1-10,company562.eg
egypt,2000,egypt_563,it services,linkedin.com/company/egypt-co-563,giza,Egyptian Company 563,luxor governorate,11-50,company563.eg
egypt,2010,egypt_564,it services,linkedin.com/company/egypt-co-564,giza,Egyptian Company 564,giza governorate,201-500,company564.eg
egypt,1993,egypt_565,electronics,linkedin.com/company/egypt-co-565,alexandria,Egyptian Company 565,port said governorate,11-50,company565.eg
egypt,1995,egypt_566,it services,linkedin.com/company/egypt-co-566,port said,Egyptian Company 566,alexandria governorate,51-200,company566.eg
egypt,2010,egypt_567,tourism,linkedin.com/company/egypt-co-567,luxor,Egyptian Company 567,port said governorate,201-500,company567.eg
egypt,1994,egypt_568,it services,linkedin.com/company/egypt-co-568,port said,Egyptian Company 568,giza governorate,1-10,company568.eg
egypt,2016,egypt_569,agriculture,linkedin.com/company/egypt-co-569,cairo,Egyptian Company 569,giza governorate,11-50,company569.eg
egypt,2000,egypt_570,construction,linkedin.com/company/egypt-co-570,alexandria,Egyptian Company 570,luxor governorate,1-10,company570.eg
egypt,2012,egypt_571,agriculture,linkedin.com/company/egypt-co-571,luxor,Egyptian Company 571,alexandria governorate,201-500,company571.eg
egypt,2019,egypt_572,tourism,linkedin.com/company/egypt-co-572,giza,Egyptian Company 572,giza governorate,11-50,company572.eg
egypt,2017,egypt_573,electronics,linkedin.com/company/egypt-co-573,port said,Egyptian Company 573,giza governorate,51-200,company573.eg
egypt,2006,egypt_574,tourism,linkedin.com/company/egypt-co-574,cairo,Egyptian Company 574,luxor governorate,51-200,company574.eg
egypt,2018,egypt_575,agriculture,linkedin.com/company/egypt-co-575,giza,Egyptian Company 575,cairo governorate,1-10,company575.eg
egypt,1995,egypt_576,tourism,linkedin.com/company/egypt-co-576,luxor,Egyptian Company 576,cairo governorate,201-500,company576.eg
egypt,1992,egypt_577,agriculture,linkedin.com/company/egypt-co-577,cairo,Egyptian Company 577,cairo governorate,1-10,company577.eg
egypt,2008,egypt_578,construction,linkedin.com/company/egypt-co-578,luxor,Egyptian Company 578,giza governorate,1-10,company578.eg
egypt,2012,egypt_579,electronics,linkedin.com/company/egypt-co-579,luxor,Egyptian Company 579,giza governorate,51-200,company579.eg
egypt,2000,egypt_580,electronics,linkedin.com/company/egypt-co-580,giza,Egyptian Company 580,cairo governorate,1-10,company580.eg
egypt,2013,egypt_581,tourism,linkedin.com/company/egypt-co-581,luxor,Egyptian Company 581,luxor governorate,201-500,company581.eg
egypt,1990,egypt_582,tourism,linkedin.com/company/egypt-co-582,luxor,Egyptian Company 582,cairo governorate,1-10,company582.eg
egypt,2008,egypt_583,tourism,linkedin.com/company/egypt-co-583,port said,Egyptian Company 583,giza governorate,51-200,company583.eg
egypt,2022,egypt_584,agriculture,linkedin.com/company/egypt-co-584,giza,Egyptian Company 584,cairo governorate,11-50,company584.eg
egypt,2021,egypt_585,it services,linkedin.com/company/egypt-co-585,cairo,Egyptian Company 585,port said governorate,1-10,company585.eg
egypt,2015,egypt_586,it services,linkedin.com/company/egypt-co-586,luxor,Egyptian Company 586,giza governorate,11-50,company586.eg
egypt,2016,egypt_587,tourism,linkedin.com/company/egypt-co-587,luxor,Egyptian Company 587,alexandria governorate,11-50,company587.eg
egypt,2017,egypt_588,agriculture,linkedin.com/company/egypt-co-588,luxor,Egyptian Company 588,giza governorate,51-200,company588.eg
egypt,2014,egypt_589,construction,linkedin.com/company/egypt-co-589,giza,Egyptian Company 589,luxor governorate,201-500,company589.eg
egypt,2001,egypt_590,it services,linkedin.com/company/egypt-co-590,giza,Egyptian Company 590,alexandria governorate,1-10,company590.eg
egypt,2005,egypt_591,construction,linkedin.com/company/egypt-co-591,port said,Egyptian Company 591,port said governorate,11-50,company591.eg
egypt,2002,egypt_592,electronics,linkedin.com/company/egypt-co-592,luxor,Egyptian Company 592,giza governorate,201-500,company592.eg
egypt,2006,egypt_593,construction,linkedin.com/company/egypt-co-593,cairo,Egyptian Company 593,giza governorate,51-200,company593.eg
egypt,1994,egypt_594,tourism,linkedin.com/company/egypt-co-594,luxor,Egyptian Company 594,port said governorate,51-200,company594.eg
egypt,1994,egypt_595,electronics,linkedin.com/company/egypt-co-595,port said,Egyptian Company 595,alexandria governorate,1-10,company595.eg
egypt,2013,egypt_596,construction,linkedin.com/company/egypt-co-596,cairo,Egyptian Company 596,port said governorate,201-500,company596.eg
egypt,2004,egypt_597,it services,linkedin.com/company/egypt-co-597,cairo,Egyptian Company 597,alexandria governorate,51-200,company597.eg
egypt,2016,egypt_598,textiles,linkedin.com/company/egypt-co-598,giza,Egyptian Company 598,luxor governorate,51-200,company598.eg
egypt,2003,egypt_599,agriculture,linkedin.com/company/egypt-co-599,cairo,Egyptian Company 599,cairo governorate,1-10,company599.eg
egypt,1992,egypt_600,textiles,linkedin.com/company/egypt-co-600,cairo,Egyptian Company 600,giza governorate,51-200,company600.eg
egypt,2004,egypt_601,textiles,linkedin.com/company/egypt-co-601,alexandria,Egyptian Company 601,alexandria governorate,201-500,company601.eg
egypt,2003,egypt_602,textiles,linkedin.com/company/egypt-co-602,luxor,Egyptian Company 602,luxor governorate,201-500,company602.eg
egypt,1991,egypt_603,textiles,linkedin.com/company/egypt-co-603,cairo,Egyptian Company 603,port said governorate,1-10,company603.eg
egypt,2005,egypt_604,electronics,linkedin.com/company/egypt-co-604,port said,Egyptian Company 604,luxor governorate,11-50,company604.eg
egypt,2006,egypt_605,it services,linkedin.com/company/egypt-co-605,alexandria,Egyptian Company 605,alexandria governorate,51-200,company605.eg
egypt,2004,egypt_606,tourism,linkedin.com/company/egypt-co-606,port said,Egyptian Company 606,cairo governorate,201-500,company606.eg
egypt,2021,egypt_607,agriculture,linkedin.com/company/egypt-co-607,port said,Egyptian Company 607,giza governorate,201-500,company607.eg
egypt,2005,egypt_608,agriculture,linkedin.com/company/egypt-co-608,giza,Egyptian Company 608,luxor governorate,51-200,company608.eg
egypt,1997,egypt_609,it services,linkedin.com/company/egypt-co-609,luxor,Egyptian Company 609,port said governorate,11-50,company609.eg
egypt,2008,egypt_610,textiles,linkedin.com/company/egypt-co-610,port said,Egyptian Company 610,alexandria governorate,201-500,company610.eg
egypt,1997,egypt_611,it services,linkedin.com/company/egypt-co-611,giza,Egyptian Company 611,giza governorate,1-10,company611.eg
egypt,1998,egypt_612,tourism,linkedin.com/company/egypt-co-612,giza,Egyptian Company 612,port said governorate,201-500,company612.eg
egypt,2022,egypt_613,tourism,linkedin.com/company/egypt-co-613,giza,Egyptian Company 613,luxor governorate,11-50,company613.eg
egypt,2003,egypt_614,tourism,linkedin.com/company/egypt-co-614,giza,Egyptian Company 614,cairo governorate,11-50,company614.eg
egypt,2006,egypt_615,agriculture,linkedin.com/company/egypt-co-615,luxor,Egyptian Company 615,giza governorate,51-200,company615.eg
egypt,1996,egypt_616,it services,linkedin.com/company/egypt-co-616,giza,Egyptian Company 616,cairo governorate,51-200,company616.eg
egypt,2018,egypt_617,textiles,linkedin.com/company/egypt-co-617,cairo,Egyptian Company 617,cairo governorate,201-500,company617.eg
egypt,2017,egypt_618,tourism,linkedin.com/company/egypt-co-618,port said,Egyptian Company 618,luxor governorate,11-50,company618.eg
egypt,1999,egypt_619,tourism,linkedin.com/company/egypt-co-619,luxor,Egyptian Company 619,port said governorate,11-50,company619.eg
egypt,1997,egypt_620,textiles,linkedin.com/company/egypt-co-620,luxor,Egyptian Company 620,port said governorate,201-500,company620.eg
egypt,2000,egypt_621,electronics,linkedin.com/company/egypt-co-621,alexandria,Egyptian Company 621,port said governorate,201-500,company621.eg
egypt,1991,egypt_622,tourism,linkedin.com/company/egypt-co-622,port said,Egyptian Company 622,alexandria governorate,11-50,company622.eg
egypt,1993,egypt_623,agriculture,linkedin.com/company/egypt-co-623,cairo,Egyptian Company 623,port said governorate,11-50,company623.eg
egypt,2010,egypt_624,it services,linkedin.com/company/egypt-co-624,luxor,Egyptian Company 624,giza governorate,51-200,company624.eg
egypt,2015,egypt_625,electronics,linkedin.com/company/egypt-co-625,luxor,Egyptian Company 625,giza governorate,201-500,company625.eg
egypt,2022,egypt_626,agriculture,linkedin.com/company/egypt-co-626,cairo,Egyptian Company 626,port said governorate,201-500,company626.eg
egypt,2015,egypt_627,electronics,linkedin.com/company/egypt-co-627,luxor,Egyptian Company 627,giza governorate,11-50,company627.eg
egypt,2009,egypt_628,tourism,linkedin.com/company/egypt-co-628,cairo,Egyptian Company 628,alexandria governorate,201-500,company628.eg
egypt,2019,egypt_629,agriculture,linkedin.com/company/egypt-co-629,giza,Egyptian Company 629,luxor governorate,201-500,company629.eg
egypt,2018,egypt_630,tourism,linkedin.com/company/egypt-co-630,cairo,Egyptian Company 630,port said governorate,201-500,company630.eg
egypt,1992,egypt_631,tourism,linkedin.com/company/egypt-co-631,giza,Egyptian Company 631,cairo governorate,51-200,company631.eg
egypt,2005,egypt_632,construction,linkedin.com/company/egypt-co-632,luxor,Egyptian Company 632,cairo governorate,51-200,company632.eg
egypt,2004,egypt_633,textiles,linkedin.com/company/egypt-co-633,cairo,Egyptian Company 633,giza governorate,11-50,company633.eg
egypt,2019,egypt_634,textiles,linkedin.com/company/egypt-co-634,luxor,Egyptian Company 634,port said governorate,1-10,company634.eg
egypt,2018,egypt_635,agriculture,linkedin.com/company/egypt-co-635,giza,Egyptian Company 635,alexandria governorate,11-50,company635.eg
egypt,2019,egypt_636,agriculture,linkedin.com/company/egypt-co-636,alexandria,Egyptian Company 636,alexandria governorate,1-10,company636.eg
egypt,2017,egypt_637,tourism,linkedin.com/company/egypt-co-637,cairo,Egyptian Company 637,luxor governorate,201-500,company637.eg
egypt,1992,egypt_638,tourism,linkedin.com/company/egypt-co-638,port said,Egyptian Company 638,giza governorate,1-10,company638.eg
egypt,2009,egypt_639,tourism,linkedin.com/company/egypt-co-639,alexandria,Egyptian Company 639,port said governorate,51-200,company639.eg
egypt,1991,egypt_640,construction,linkedin.com/company/egypt-co-640,luxor,Egyptian Company 640,port said governorate,11-50,company640.eg
egypt,1999,egypt_641,agriculture,linkedin.com/company/egypt-co-641,alexandria,Egyptian Company 641,luxor governorate,201-500,company641.eg
egypt,2007,egypt_642,tourism,linkedin.com/company/egypt-co-642,port said,Egyptian Company 642,port said governorate,201-500,company642.eg
egypt,1999,egypt_643,it services,linkedin.com/company/egypt-co-643,cairo,Egyptian Company 643,cairo governorate,201-500,company643.eg
egypt,2004,egypt_644,construction,linkedin.com/company/egypt-co-644,cairo,Egyptian Company 644,port said governorate,201-500,company644.eg
egypt,2004,egypt_645,construction,linkedin.com/company/egypt-co-645,alexandria,Egyptian Company 645,alexandria governorate,201-500,company645.eg
egypt,2010,egypt_646,textiles,linkedin.com/company/egypt-co-646,giza,Egyptian Company 646,luxor governorate,51-200,company646.eg
egypt,2004,egypt_647,it services,linkedin.com/company/egypt-co-647,giza,Egyptian Company 647,port said governorate,201-500,company647.eg
egypt,2013,egypt_648,electronics,linkedin.com/company/egypt-co-648,cairo,Egyptian Company 648,port said governorate,51-200,company648.eg
egypt,2019,egypt_649,agriculture,linkedin.com/company/egypt-co-649,luxor,Egyptian Company 649,giza governorate,1-10,company649.eg
egypt,2014,egypt_650,textiles,linkedin.com/company/egypt-co-650,port said,Egyptian Company 650,port said governorate,51-200,company650.eg
egypt,1999,egypt_651,tourism,linkedin.com/company/egypt-co-651,luxor,Egyptian Company 651,port said governorate,201-500,company651.eg
egypt,2000,egypt_652,electronics,linkedin.com/company/egypt-co-652,cairo,Egyptian Company 652,alexandria governorate,201-500,company652.eg
egypt,2017,egypt_653,textiles,linkedin.com/company/egypt-co-653,giza,Egyptian Company 653,alexandria governorate,1-10,company653.eg
egypt,2010,egypt_654,textiles,linkedin.com/company/egypt-co-654,port said,Egyptian Company 654,alexandria governorate,1-10,company654.eg
egypt,1997,egypt_655,textiles,linkedin.com/company/egypt-co-655,cairo,Egyptian Company 655,port said governorate,1-10,company655.eg
egypt,2004,egypt_656,electronics,linkedin.com/company/egypt-co-656,alexandria,Egyptian Company 656,luxor governorate,51-200,company656.eg
egypt,1990,egypt_657,construction,linkedin.com/company/egypt-co-657,giza,Egyptian Company 657,port said governorate,201-500,company657.eg
egypt,2014,egypt_658,construction,linkedin.com/company/egypt-co-658,giza,Egyptian Company 658,cairo governorate,11-50,company658.eg
egypt,2002,egypt_659,tourism,linkedin.com/company/egypt-co-659,luxor,Egyptian Company 659,cairo governorate,201-500,company659.eg
egypt,2017,egypt_660,textiles,linkedin.com/company/egypt-co-660,luxor,Egyptian Company 660,giza governorate,11-50,company660.eg
egypt,2009,egypt_661,electronics,linkedin.com/company/egypt-co-661,giza,Egyptian Company 661,giza governorate,1-10,company661.eg
egypt,2000,egypt_662,textiles,linkedin.com/company/egypt-co-662,giza,Egyptian Company 662,cairo governorate,51-200,company662.eg
egypt,1993,egypt_663,construction,linkedin.com/company/egypt-co-663,cairo,Egyptian Company 663,alexandria governorate,1-10,company663.eg
egypt,1992,egypt_664,construction,linkedin.com/company/egypt-co-664,port said,Egyptian Company 664,cairo governorate,201-500,company664.eg
egypt,2021,egypt_665,textiles,linkedin.com/company/egypt-co-665,luxor,Egyptian Company 665,port said governorate,51-200,company665.eg
egypt,1990,egypt_666,it services,linkedin.com/company/egypt-co-666,alexandria,Egyptian Company 666,alexandria governorate,11-50,company666.eg
egypt,1990,egypt_667,textiles,linkedin.com/company/egypt-co-667,luxor,Egyptian Company 667,luxor governorate,201-500,company667.eg
egypt,1996,egypt_668,electronics,linkedin.com/company/egypt-co-668,port said,Egyptian Company 668,giza governorate,201-500,company668.eg
egypt,1997,egypt_669,it services,linkedin.com/company/egypt-co-669,port said,Egyptian Company 669,giza governorate,1-10,company669.eg
egypt,2015,egypt_670,agriculture,linkedin.com/company/egypt-co-670,luxor,Egyptian Company 670,cairo governorate,201-500,company670.eg
egypt,2013,egypt_671,agriculture,linkedin.com/company/egypt-co-671,alexandria,Egyptian Company 671,luxor governorate,11-50,company671.eg
egypt,1992,egypt_672,agriculture,linkedin.com/company/egypt-co-672,luxor,Egyptian Company 672,giza governorate,1-10,company672.eg
egypt,2010,egypt_673,electronics,linkedin.com/company/egypt-co-673,port said,Egyptian Company 673,port said governorate,201-500,company673.eg
egypt,2000,egypt_674,tourism,linkedin.com/company/egypt-co-674,port said,Egyptian Company 674,port said governorate,51-200,company674.eg
egypt,2009,egypt_675,it services,linkedin.com/company/egypt-co-675,alexandria,Egyptian Company 675,alexandria governorate,201-500,company675.eg
egypt,2005,egypt_676,it services,linkedin.com/company/egypt-co-676,port said,Egyptian Company 676,luxor governorate,11-50,company676.eg
egypt,2009,egypt_677,it services,linkedin.com/company/egypt-co-677,giza,Egyptian Company 677,cairo governorate,51-200,company677.eg
egypt,1998,egypt_678,agriculture,linkedin.com/company/egypt-co-678,alexandria,Egyptian Company 678,cairo governorate,201-500,company678.eg
egypt,2017,egypt_679,construction,linkedin.com/company/egypt-co-679,cairo,Egyptian Company 679,cairo governorate,1-10,company679.eg
egypt,2018,egypt_680,tourism,linkedin.com/company/egypt-co-680,alexandria,Egyptian Company 680,cairo governorate,201-500,company680.eg
egypt,2009,egypt_681,it services,linkedin.com/company/egypt-co-681,port said,Egyptian Company 681,giza governorate,1-10,company681.eg
egypt,2021,egypt_682,agriculture,linkedin.com/company/egypt-co-682,luxor,Egyptian Company 682,cairo governorate,11-50,company682.eg
egypt,2006,egypt_683,construction,linkedin.com/company/egypt-co-683,giza,Egyptian Company 683,cairo governorate,1-10,company683.eg
egypt,1994,egypt_684,tourism,linkedin.com/company/egypt-co-684,luxor,Egyptian Company 684,alexandria governorate,11-50,company684.eg
egypt,1994,egypt_685,electronics,linkedin.com/company/egypt-co-685,port said,Egyptian Company 685,giza governorate,11-50,company685.eg
egypt,2002,egypt_686,textiles,linkedin.com/company/egypt-co-686,luxor,Egyptian Company 686,alexandria governorate,201-500,company686.eg
