UserID,Age,City,Occupation,PrimaryInterests,BudgetRange,PreferredSupplierType,JoinedDate,IsActive
user_397,18-25,Port Said,Teacher,"Tourism & Hospitality,Agriculture & Food,Healthcare & Pharmaceuticals,Transportation & Logistics",100K-500K EGP,Any Size,2025-06-16,True
user_398,46-55,Giza,Manager,"Agriculture & Food,Tourism & Hospitality,Healthcare & Pharmaceuticals",50K-100K EGP,Medium Enterprises,2025-06-16,False
user_399,26-35,Luxor,Student,"Manufacturing,Technology,Transportation & Logistics",100K-500K EGP,Large Corporations,2025-06-16,False
user_400,56+,Aswan,Marketing,"Manufacturing,Energy & Utilities",100K-500K EGP,Any Size,2025-06-16,True
user_401,26-35,Luxor,Business Owner,"Construction & Real Estate,Manufacturing,Education,Energy & Utilities",<10K EGP,Medium Enterprises,2025-06-16,True
user_402,56+,Ismailia,Manager,"Construction & Real Estate,Tourism & Hospitality",<10K EGP,Medium Enterprises,2025-06-16,False
user_403,56+,Giza,Manager,"Agriculture & Food,Tourism & Hospitality",50K-100K EGP,Large Corporations,2025-06-16,False
user_404,36-45,Zagazig,Student,"Technology,Manufacturing,Retail & Commerce",<10K EGP,Any Size,2025-06-16,True
user_405,26-35,Damanhur,Engineer,"Education,Construction & Real Estate,Healthcare & Pharmaceuticals",10K-50K EGP,Any Size,2025-06-16,True
user_406,46-55,Giza,Entrepreneur,"Manufacturing,Tourism & Hospitality,Financial Services",500K+ EGP,Large Corporations,2025-06-16,True
user_407,26-35,Cairo,Engineer,"Manufacturing,Transportation & Logistics,Education,Construction & Real Estate",50K-100K EGP,Small Businesses,2025-06-16,True
user_408,26-35,Aswan,Sales,"Financial Services,Manufacturing,Tourism & Hospitality,Technology",500K+ EGP,Any Size,2025-06-16,True
user_409,56+,Ismailia,Entrepreneur,"Agriculture & Food,Technology,Transportation & Logistics",10K-50K EGP,Large Corporations,2025-06-16,True
user_410,56+,Giza,Manager,"Transportation & Logistics,Healthcare & Pharmaceuticals,Textiles & Garments,Agriculture & Food",100K-500K EGP,Small Businesses,2025-06-16,True
user_411,56+,Aswan,Business Owner,"Retail & Commerce,Education",50K-100K EGP,Small Businesses,2025-06-16,True
user_412,46-55,Cairo,Manager,"Transportation & Logistics,Construction & Real Estate,Tourism & Hospitality,Technology",<10K EGP,Medium Enterprises,2025-06-16,True
user_413,18-25,Giza,Doctor,"Technology,Financial Services,Tourism & Hospitality",500K+ EGP,Medium Enterprises,2025-06-16,True
user_414,26-35,Aswan,Manager,"Manufacturing,Energy & Utilities,Education",500K+ EGP,Any Size,2025-06-16,True
user_415,18-25,Port Said,Teacher,"Healthcare & Pharmaceuticals,Transportation & Logistics,Textiles & Garments,Financial Services",<10K EGP,Large Corporations,2025-06-16,True
user_416,26-35,Ismailia,Teacher,"Construction & Real Estate,Financial Services",100K-500K EGP,Medium Enterprises,2025-06-16,True
user_417,46-55,Aswan,Engineer,"Construction & Real Estate,Tourism & Hospitality",50K-100K EGP,Any Size,2025-06-16,True
user_418,46-55,Cairo,Sales,"Education,Manufacturing,Tourism & Hospitality",50K-100K EGP,Medium Enterprises,2025-06-16,False
user_419,18-25,Tanta,Business Owner,"Education,Financial Services",<10K EGP,Large Corporations,2025-06-16,True
user_420,26-35,Suez,Teacher,"Manufacturing,Education",100K-500K EGP,Small Businesses,2025-06-16,True
user_421,18-25,Ismailia,Marketing,"Agriculture & Food,Education",100K-500K EGP,Large Corporations,2025-06-16,False
user_422,36-45,Cairo,Marketing,"Tourism & Hospitality,Construction & Real Estate,Agriculture & Food,Financial Services",50K-100K EGP,Any Size,2025-06-16,False
user_423,26-35,Suez,Teacher,"Technology,Tourism & Hospitality,Manufacturing,Retail & Commerce",10K-50K EGP,Small Businesses,2025-06-16,True
user_424,18-25,Tanta,Business Owner,"Tourism & Hospitality,Construction & Real Estate",500K+ EGP,Any Size,2025-06-16,True
user_425,56+,Damanhur,Business Owner,"Tourism & Hospitality,Financial Services,Education",<10K EGP,Large Corporations,2025-06-16,True
user_426,46-55,Suez,Student,"Financial Services,Energy & Utilities",10K-50K EGP,Medium Enterprises,2025-06-16,False
user_427,26-35,Mansoura,Engineer,"Financial Services,Textiles & Garments,Manufacturing",50K-100K EGP,Any Size,2025-06-16,True
user_428,26-35,Luxor,Marketing,"Manufacturing,Financial Services",10K-50K EGP,Small Businesses,2025-06-16,True
user_429,26-35,Port Said,Manager,"Manufacturing,Construction & Real Estate",100K-500K EGP,Small Businesses,2025-06-16,True
user_430,26-35,Damanhur,Sales,"Technology,Retail & Commerce",10K-50K EGP,Small Businesses,2025-06-16,True
user_431,26-35,Port Said,Other,"Textiles & Garments,Tourism & Hospitality",100K-500K EGP,Large Corporations,2025-06-16,True
user_432,46-55,Damanhur,Engineer,"Manufacturing,Technology,Education",500K+ EGP,Medium Enterprises,2025-06-16,True
user_433,46-55,Suez,Sales,"Education,Technology,Textiles & Garments",100K-500K EGP,Small Businesses,2025-06-16,True
user_434,56+,Cairo,Business Owner,"Financial Services,Manufacturing,Construction & Real Estate,Education",<10K EGP,Medium Enterprises,2025-06-16,True
user_435,26-35,Mansoura,Doctor,"Construction & Real Estate,Retail & Commerce,Tourism & Hospitality,Education",100K-500K EGP,Large Corporations,2025-06-16,True
user_436,18-25,Mansoura,Doctor,"Technology,Textiles & Garments,Financial Services,Tourism & Hospitality",50K-100K EGP,Large Corporations,2025-06-16,True
user_437,18-25,Zagazig,Manager,"Construction & Real Estate,Healthcare & Pharmaceuticals,Transportation & Logistics,Financial Services",100K-500K EGP,Small Businesses,2025-06-16,True
user_438,56+,Damanhur,Business Owner,"Technology,Manufacturing,Financial Services,Tourism & Hospitality",10K-50K EGP,Any Size,2025-06-16,True
user_439,46-55,Mansoura,Entrepreneur,"Construction & Real Estate,Technology,Financial Services",500K+ EGP,Large Corporations,2025-06-16,True
user_440,36-45,Cairo,Sales,"Transportation & Logistics,Energy & Utilities,Construction & Real Estate,Financial Services",100K-500K EGP,Large Corporations,2025-06-16,True
user_441,56+,Cairo,Marketing,"Healthcare & Pharmaceuticals,Construction & Real Estate,Tourism & Hospitality",10K-50K EGP,Large Corporations,2025-06-16,True
user_442,26-35,Suez,Sales,"Energy & Utilities,Construction & Real Estate",500K+ EGP,Medium Enterprises,2025-06-16,True
user_443,36-45,Alexandria,Doctor,"Education,Construction & Real Estate,Manufacturing",500K+ EGP,Small Businesses,2025-06-16,True
user_444,18-25,Giza,Teacher,"Education,Transportation & Logistics,Retail & Commerce",10K-50K EGP,Small Businesses,2025-06-16,False
user_445,18-25,Aswan,Student,"Retail & Commerce,Agriculture & Food",100K-500K EGP,Medium Enterprises,2025-06-16,True
user_446,18-25,Damanhur,Sales,"Technology,Transportation & Logistics,Education,Financial Services",50K-100K EGP,Medium Enterprises,2025-06-16,True
user_447,36-45,Luxor,Marketing,"Tourism & Hospitality,Education",50K-100K EGP,Small Businesses,2025-06-16,True
user_448,36-45,Cairo,Entrepreneur,"Textiles & Garments,Transportation & Logistics,Agriculture & Food,Retail & Commerce",500K+ EGP,Any Size,2025-06-16,True
user_449,18-25,Damanhur,Student,"Education,Textiles & Garments",50K-100K EGP,Any Size,2025-06-16,True
user_450,26-35,Cairo,Teacher,"Tourism & Hospitality,Healthcare & Pharmaceuticals,Manufacturing",10K-50K EGP,Medium Enterprises,2025-06-16,True
user_451,56+,Mansoura,Sales,"Agriculture & Food,Manufacturing",<10K EGP,Large Corporations,2025-06-16,False
user_452,36-45,Tanta,Manager,"Transportation & Logistics,Tourism & Hospitality,Manufacturing",50K-100K EGP,Medium Enterprises,2025-06-16,True
user_453,56+,Zagazig,Teacher,"Agriculture & Food,Financial Services,Energy & Utilities",<10K EGP,Medium Enterprises,2025-06-16,True
user_454,56+,Port Said,Business Owner,"Construction & Real Estate,Tourism & Hospitality,Retail & Commerce",50K-100K EGP,Small Businesses,2025-06-16,True
user_455,26-35,Suez,Manager,"Transportation & Logistics,Agriculture & Food,Textiles & Garments,Manufacturing",50K-100K EGP,Any Size,2025-06-16,False
user_456,26-35,Giza,Student,"Retail & Commerce,Textiles & Garments,Technology",50K-100K EGP,Any Size,2025-06-16,True
user_457,36-45,Luxor,Doctor,"Energy & Utilities,Manufacturing",100K-500K EGP,Medium Enterprises,2025-06-16,True
user_458,56+,Alexandria,Student,"Textiles & Garments,Manufacturing,Tourism & Hospitality",50K-100K EGP,Small Businesses,2025-06-16,True
user_459,46-55,Mansoura,Manager,"Energy & Utilities,Tourism & Hospitality",10K-50K EGP,Medium Enterprises,2025-06-16,False
user_460,36-45,Aswan,Marketing,"Education,Energy & Utilities,Financial Services,Technology",50K-100K EGP,Large Corporations,2025-06-16,False
user_461,56+,Mansoura,Other,"Financial Services,Manufacturing",50K-100K EGP,Small Businesses,2025-06-16,True
user_462,18-25,Mansoura,Doctor,"Retail & Commerce,Textiles & Garments,Construction & Real Estate,Technology",10K-50K EGP,Any Size,2025-06-16,True
user_463,36-45,Suez,Sales,"Textiles & Garments,Retail & Commerce,Technology",500K+ EGP,Any Size,2025-06-16,True
user_464,36-45,Cairo,Other,"Textiles & Garments,Tourism & Hospitality",500K+ EGP,Medium Enterprises,2025-06-16,False
user_465,26-35,Alexandria,Other,"Manufacturing,Tourism & Hospitality,Technology",50K-100K EGP,Any Size,2025-06-16,False
user_466,56+,Port Said,Manager,"Education,Tourism & Hospitality",10K-50K EGP,Any Size,2025-06-16,True
user_467,18-25,Mansoura,Student,"Financial Services,Energy & Utilities,Textiles & Garments,Tourism & Hospitality",100K-500K EGP,Medium Enterprises,2025-06-16,True
user_468,46-55,Giza,Other,"Agriculture & Food,Technology",50K-100K EGP,Large Corporations,2025-06-16,True
user_469,56+,Ismailia,Student,"Tourism & Hospitality,Construction & Real Estate,Manufacturing,Retail & Commerce",<10K EGP,Any Size,2025-06-16,False
user_470,46-55,Zagazig,Other,"Transportation & Logistics,Healthcare & Pharmaceuticals,Agriculture & Food,Textiles & Garments",100K-500K EGP,Small Businesses,2025-06-16,True
user_471,18-25,Alexandria,Marketing,"Textiles & Garments,Retail & Commerce",10K-50K EGP,Small Businesses,2025-06-16,True
user_472,46-55,Alexandria,Manager,"Healthcare & Pharmaceuticals,Financial Services,Transportation & Logistics",10K-50K EGP,Any Size,2025-06-16,True
user_473,26-35,Mansoura,Student,"Textiles & Garments,Technology",50K-100K EGP,Any Size,2025-06-16,False
user_474,26-35,Alexandria,Manager,"Transportation & Logistics,Healthcare & Pharmaceuticals,Retail & Commerce,Agriculture & Food",<10K EGP,Any Size,2025-06-16,False
user_475,36-45,Tanta,Student,"Transportation & Logistics,Technology,Retail & Commerce",100K-500K EGP,Any Size,2025-06-16,True
user_476,46-55,Suez,Engineer,"Construction & Real Estate,Healthcare & Pharmaceuticals",10K-50K EGP,Medium Enterprises,2025-06-16,True
user_477,18-25,Mansoura,Student,"Textiles & Garments,Education,Agriculture & Food",50K-100K EGP,Any Size,2025-06-16,True
user_478,36-45,Damanhur,Entrepreneur,"Education,Construction & Real Estate",100K-500K EGP,Medium Enterprises,2025-06-16,False
user_479,26-35,Port Said,Doctor,"Agriculture & Food,Retail & Commerce",100K-500K EGP,Medium Enterprises,2025-06-16,True
user_480,36-45,Port Said,Engineer,"Transportation & Logistics,Energy & Utilities",100K-500K EGP,Any Size,2025-06-16,True
user_481,46-55,Tanta,Entrepreneur,"Manufacturing,Agriculture & Food",<10K EGP,Large Corporations,2025-06-16,True
user_482,56+,Luxor,Student,"Tourism & Hospitality,Healthcare & Pharmaceuticals,Construction & Real Estate,Education",10K-50K EGP,Medium Enterprises,2025-06-16,False
user_483,26-35,Giza,Doctor,"Education,Transportation & Logistics,Agriculture & Food,Tourism & Hospitality",50K-100K EGP,Any Size,2025-06-16,True
user_484,18-25,Damanhur,Business Owner,"Financial Services,Textiles & Garments",50K-100K EGP,Any Size,2025-06-16,False
user_485,18-25,Ismailia,Marketing,"Energy & Utilities,Agriculture & Food",500K+ EGP,Large Corporations,2025-06-16,True
user_486,18-25,Damanhur,Manager,"Financial Services,Healthcare & Pharmaceuticals,Education",10K-50K EGP,Small Businesses,2025-06-16,True
user_487,26-35,Ismailia,Business Owner,"Construction & Real Estate,Tourism & Hospitality,Energy & Utilities,Manufacturing",50K-100K EGP,Large Corporations,2025-06-16,True
user_488,26-35,Ismailia,Engineer,"Construction & Real Estate,Tourism & Hospitality,Healthcare & Pharmaceuticals,Agriculture & Food",50K-100K EGP,Any Size,2025-06-16,True
user_489,46-55,Port Said,Other,"Financial Services,Agriculture & Food,Technology,Textiles & Garments",10K-50K EGP,Large Corporations,2025-06-16,True
user_490,56+,Port Said,Doctor,"Construction & Real Estate,Financial Services",10K-50K EGP,Medium Enterprises,2025-06-16,True
user_491,36-45,Alexandria,Engineer,"Healthcare & Pharmaceuticals,Transportation & Logistics,Agriculture & Food,Textiles & Garments",<10K EGP,Small Businesses,2025-06-16,True
user_492,18-25,Cairo,Doctor,"Healthcare & Pharmaceuticals,Tourism & Hospitality,Retail & Commerce",500K+ EGP,Small Businesses,2025-06-16,False
user_493,36-45,Zagazig,Sales,"Agriculture & Food,Technology",<10K EGP,Medium Enterprises,2025-06-16,True
user_494,36-45,Mansoura,Sales,"Transportation & Logistics,Education",<10K EGP,Any Size,2025-06-16,True
user_495,46-55,Aswan,Marketing,"Agriculture & Food,Energy & Utilities,Retail & Commerce",<10K EGP,Small Businesses,2025-06-16,True
user_496,26-35,Giza,Student,"Healthcare & Pharmaceuticals,Agriculture & Food,Energy & Utilities,Manufacturing",10K-50K EGP,Large Corporations,2025-06-16,True
user_497,26-35,Port Said,Doctor,"Manufacturing,Transportation & Logistics,Textiles & Garments,Tourism & Hospitality",500K+ EGP,Large Corporations,2025-06-16,True
user_498,26-35,Tanta,Doctor,"Tourism & Hospitality,Healthcare & Pharmaceuticals",10K-50K EGP,Any Size,2025-06-16,True
user_499,36-45,Damanhur,Business Owner,"Retail & Commerce,Tourism & Hospitality,Technology",10K-50K EGP,Large Corporations,2025-06-16,True
user_500,18-25,Damanhur,Teacher,"Healthcare & Pharmaceuticals,Transportation & Logistics,Tourism & Hospitality",100K-500K EGP,Small Businesses,2025-06-16,False
user_501,56+,Alexandria,Engineer,"Energy & Utilities,Transportation & Logistics,Financial Services,Textiles & Garments",500K+ EGP,Any Size,2025-06-16,False
user_502,46-55,Ismailia,Doctor,"Tourism & Hospitality,Agriculture & Food,Textiles & Garments,Energy & Utilities",10K-50K EGP,Small Businesses,2025-06-16,True
user_503,26-35,Cairo,Manager,"Tourism & Hospitality,Healthcare & Pharmaceuticals",10K-50K EGP,Large Corporations,2025-06-16,True
user_504,56+,Tanta,Student,"Tourism & Hospitality,Energy & Utilities,Transportation & Logistics,Textiles & Garments",50K-100K EGP,Medium Enterprises,2025-06-16,True
user_505,36-45,Port Said,Other,"Tourism & Hospitality,Education",100K-500K EGP,Any Size,2025-06-16,True
user_506,36-45,Mansoura,Marketing,"Retail & Commerce,Education,Textiles & Garments",100K-500K EGP,Small Businesses,2025-06-16,True
user_507,36-45,Zagazig,Engineer,"Manufacturing,Education",50K-100K EGP,Medium Enterprises,2025-06-16,True
user_508,56+,Ismailia,Sales,"Textiles & Garments,Agriculture & Food,Technology",500K+ EGP,Any Size,2025-06-16,False
user_509,36-45,Mansoura,Other,"Transportation & Logistics,Manufacturing,Retail & Commerce",500K+ EGP,Medium Enterprises,2025-06-16,True
user_510,56+,Port Said,Business Owner,"Energy & Utilities,Retail & Commerce",50K-100K EGP,Large Corporations,2025-06-16,True
user_511,18-25,Zagazig,Marketing,"Textiles & Garments,Construction & Real Estate,Tourism & Hospitality,Retail & Commerce",50K-100K EGP,Small Businesses,2025-06-16,True
user_512,36-45,Tanta,Sales,"Retail & Commerce,Transportation & Logistics",500K+ EGP,Small Businesses,2025-06-16,True
user_513,56+,Damanhur,Manager,"Financial Services,Manufacturing",500K+ EGP,Medium Enterprises,2025-06-16,True
user_514,56+,Tanta,Sales,"Manufacturing,Education",100K-500K EGP,Small Businesses,2025-06-16,True
user_515,46-55,Suez,Other,"Technology,Healthcare & Pharmaceuticals",<10K EGP,Large Corporations,2025-06-16,False
user_516,26-35,Aswan,Entrepreneur,"Manufacturing,Healthcare & Pharmaceuticals,Construction & Real Estate,Financial Services",50K-100K EGP,Large Corporations,2025-06-16,True
user_517,18-25,Mansoura,Manager,"Tourism & Hospitality,Manufacturing",50K-100K EGP,Large Corporations,2025-06-16,True
user_518,46-55,Alexandria,Marketing,"Manufacturing,Education",500K+ EGP,Medium Enterprises,2025-06-16,False
user_519,56+,Alexandria,Marketing,"Energy & Utilities,Technology,Textiles & Garments,Education",100K-500K EGP,Medium Enterprises,2025-06-16,False
user_520,56+,Zagazig,Manager,"Agriculture & Food,Financial Services,Retail & Commerce,Textiles & Garments",50K-100K EGP,Small Businesses,2025-06-16,False
user_521,26-35,Ismailia,Doctor,"Manufacturing,Tourism & Hospitality",500K+ EGP,Any Size,2025-06-16,True
user_522,18-25,Luxor,Business Owner,"Healthcare & Pharmaceuticals,Financial Services,Education",10K-50K EGP,Large Corporations,2025-06-16,True
user_523,46-55,Mansoura,Manager,"Education,Transportation & Logistics,Energy & Utilities,Construction & Real Estate",<10K EGP,Any Size,2025-06-16,True
user_524,26-35,Tanta,Engineer,"Education,Manufacturing",10K-50K EGP,Small Businesses,2025-06-16,True
user_525,56+,Cairo,Other,"Agriculture & Food,Retail & Commerce",50K-100K EGP,Any Size,2025-06-16,True
user_526,46-55,Damanhur,Doctor,"Construction & Real Estate,Textiles & Garments,Retail & Commerce",500K+ EGP,Large Corporations,2025-06-16,True
user_527,46-55,Aswan,Sales,"Construction & Real Estate,Transportation & Logistics,Retail & Commerce",50K-100K EGP,Small Businesses,2025-06-16,True
user_528,36-45,Tanta,Business Owner,"Construction & Real Estate,Energy & Utilities",10K-50K EGP,Small Businesses,2025-06-16,True
user_529,26-35,Luxor,Doctor,"Textiles & Garments,Education",500K+ EGP,Large Corporations,2025-06-16,True
user_530,46-55,Cairo,Manager,"Transportation & Logistics,Construction & Real Estate",10K-50K EGP,Small Businesses,2025-06-16,True
user_531,18-25,Giza,Entrepreneur,"Energy & Utilities,Retail & Commerce",100K-500K EGP,Large Corporations,2025-06-16,False
user_532,46-55,Damanhur,Other,"Agriculture & Food,Retail & Commerce",10K-50K EGP,Small Businesses,2025-06-16,True
user_533,46-55,Luxor,Entrepreneur,"Healthcare & Pharmaceuticals,Financial Services",500K+ EGP,Small Businesses,2025-06-16,True
user_534,46-55,Port Said,Sales,"Technology,Retail & Commerce,Textiles & Garments",50K-100K EGP,Medium Enterprises,2025-06-16,True
user_535,26-35,Zagazig,Business Owner,"Transportation & Logistics,Retail & Commerce,Construction & Real Estate",10K-50K EGP,Small Businesses,2025-06-16,True
user_536,26-35,Luxor,Marketing,"Tourism & Hospitality,Manufacturing,Construction & Real Estate",10K-50K EGP,Large Corporations,2025-06-16,True
user_537,56+,Damanhur,Marketing,"Energy & Utilities,Agriculture & Food,Transportation & Logistics",500K+ EGP,Medium Enterprises,2025-06-16,True
user_538,56+,Luxor,Business Owner,"Transportation & Logistics,Manufacturing,Technology",<10K EGP,Large Corporations,2025-06-16,False
user_539,18-25,Aswan,Marketing,"Agriculture & Food,Retail & Commerce",10K-50K EGP,Large Corporations,2025-06-16,True
user_540,56+,Zagazig,Student,"Financial Services,Tourism & Hospitality,Manufacturing,Textiles & Garments",<10K EGP,Medium Enterprises,2025-06-16,False
user_541,56+,Luxor,Sales,"Textiles & Garments,Manufacturing,Education,Healthcare & Pharmaceuticals",500K+ EGP,Small Businesses,2025-06-16,True
user_542,56+,Aswan,Manager,"Energy & Utilities,Healthcare & Pharmaceuticals",50K-100K EGP,Small Businesses,2025-06-16,True
user_543,36-45,Aswan,Doctor,"Transportation & Logistics,Manufacturing,Energy & Utilities",100K-500K EGP,Large Corporations,2025-06-16,True
user_544,26-35,Giza,Other,"Retail & Commerce,Transportation & Logistics,Education,Construction & Real Estate",100K-500K EGP,Any Size,2025-06-16,True
user_545,18-25,Luxor,Doctor,"Retail & Commerce,Education,Agriculture & Food,Manufacturing",<10K EGP,Any Size,2025-06-16,True
user_546,46-55,Mansoura,Business Owner,"Tourism & Hospitality,Healthcare & Pharmaceuticals",500K+ EGP,Large Corporations,2025-06-16,True
user_547,26-35,Cairo,Entrepreneur,"Textiles & Garments,Healthcare & Pharmaceuticals,Transportation & Logistics,Tourism & Hospitality",50K-100K EGP,Medium Enterprises,2025-06-16,False
user_548,26-35,Damanhur,Teacher,"Education,Manufacturing,Technology",500K+ EGP,Large Corporations,2025-06-16,False
user_549,26-35,Damanhur,Manager,"Manufacturing,Textiles & Garments,Transportation & Logistics,Education",500K+ EGP,Small Businesses,2025-06-16,False
user_550,36-45,Mansoura,Manager,"Energy & Utilities,Manufacturing",50K-100K EGP,Small Businesses,2025-06-16,True
user_551,36-45,Cairo,Business Owner,"Education,Agriculture & Food",500K+ EGP,Large Corporations,2025-06-16,False
user_552,26-35,Luxor,Teacher,"Tourism & Hospitality,Transportation & Logistics",10K-50K EGP,Any Size,2025-06-16,True
user_553,56+,Tanta,Marketing,"Manufacturing,Education",50K-100K EGP,Medium Enterprises,2025-06-16,True
user_554,36-45,Cairo,Sales,"Construction & Real Estate,Energy & Utilities,Retail & Commerce,Transportation & Logistics",50K-100K EGP,Large Corporations,2025-06-16,True
user_555,46-55,Luxor,Doctor,"Energy & Utilities,Healthcare & Pharmaceuticals",10K-50K EGP,Large Corporations,2025-06-16,True
user_556,46-55,Luxor,Marketing,"Textiles & Garments,Transportation & Logistics,Tourism & Hospitality",500K+ EGP,Medium Enterprises,2025-06-16,True
user_557,26-35,Aswan,Business Owner,"Financial Services,Agriculture & Food,Education,Retail & Commerce",<10K EGP,Any Size,2025-06-16,False
user_558,56+,Giza,Teacher,"Manufacturing,Transportation & Logistics,Technology",<10K EGP,Small Businesses,2025-06-16,False
user_559,36-45,Zagazig,Engineer,"Healthcare & Pharmaceuticals,Technology,Manufacturing",50K-100K EGP,Small Businesses,2025-06-16,True
user_560,18-25,Mansoura,Business Owner,"Healthcare & Pharmaceuticals,Textiles & Garments",100K-500K EGP,Large Corporations,2025-06-16,False
user_561,56+,Cairo,Entrepreneur,"Technology,Healthcare & Pharmaceuticals,Financial Services",10K-50K EGP,Any Size,2025-06-16,True
user_562,36-45,Alexandria,Teacher,"Construction & Real Estate,Manufacturing,Agriculture & Food",500K+ EGP,Large Corporations,2025-06-16,True
user_563,18-25,Zagazig,Other,"Construction & Real Estate,Retail & Commerce",50K-100K EGP,Small Businesses,2025-06-16,True
user_564,36-45,Suez,Other,"Agriculture & Food,Textiles & Garments",500K+ EGP,Large Corporations,2025-06-16,True
user_565,56+,Damanhur,Doctor,"Transportation & Logistics,Financial Services",50K-100K EGP,Large Corporations,2025-06-16,True
user_566,26-35,Luxor,Manager,"Construction & Real Estate,Agriculture & Food",<10K EGP,Small Businesses,2025-06-16,False
user_567,46-55,Cairo,Engineer,"Education,Healthcare & Pharmaceuticals,Agriculture & Food,Financial Services",500K+ EGP,Small Businesses,2025-06-16,True
user_568,56+,Aswan,Student,"Tourism & Hospitality,Financial Services",<10K EGP,Small Businesses,2025-06-16,False
user_569,26-35,Damanhur,Marketing,"Education,Financial Services,Energy & Utilities",500K+ EGP,Small Businesses,2025-06-16,True
user_570,46-55,Aswan,Entrepreneur,"Tourism & Hospitality,Transportation & Logistics",50K-100K EGP,Any Size,2025-06-16,True
user_571,18-25,Ismailia,Other,"Manufacturing,Technology,Financial Services",50K-100K EGP,Large Corporations,2025-06-16,True
user_572,26-35,Port Said,Student,"Textiles & Garments,Tourism & Hospitality,Transportation & Logistics",10K-50K EGP,Medium Enterprises,2025-06-16,True
user_573,26-35,Port Said,Other,"Tourism & Hospitality,Financial Services",50K-100K EGP,Small Businesses,2025-06-16,True
user_574,46-55,Cairo,Doctor,"Technology,Textiles & Garments,Construction & Real Estate",<10K EGP,Any Size,2025-06-16,True
user_575,18-25,Suez,Marketing,"Education,Healthcare & Pharmaceuticals",10K-50K EGP,Medium Enterprises,2025-06-16,True
user_576,56+,Damanhur,Manager,"Energy & Utilities,Financial Services,Tourism & Hospitality,Agriculture & Food",<10K EGP,Small Businesses,2025-06-16,True
user_577,36-45,Tanta,Sales,"Textiles & Garments,Technology,Healthcare & Pharmaceuticals",10K-50K EGP,Large Corporations,2025-06-16,True
user_578,26-35,Cairo,Manager,"Tourism & Hospitality,Textiles & Garments,Construction & Real Estate,Agriculture & Food",10K-50K EGP,Medium Enterprises,2025-06-16,True
user_579,36-45,Cairo,Student,"Financial Services,Education",100K-500K EGP,Any Size,2025-06-16,True
user_580,18-25,Giza,Entrepreneur,"Construction & Real Estate,Manufacturing",<10K EGP,Any Size,2025-06-16,True
user_581,36-45,Tanta,Marketing,"Financial Services,Energy & Utilities,Technology,Agriculture & Food",50K-100K EGP,Any Size,2025-06-16,False
user_582,26-35,Zagazig,Doctor,"Construction & Real Estate,Agriculture & Food",100K-500K EGP,Any Size,2025-06-16,True
user_583,56+,Ismailia,Student,"Transportation & Logistics,Healthcare & Pharmaceuticals,Manufacturing",50K-100K EGP,Medium Enterprises,2025-06-16,True
user_584,18-25,Luxor,Doctor,"Technology,Tourism & Hospitality,Education",<10K EGP,Medium Enterprises,2025-06-16,True
user_585,18-25,Suez,Entrepreneur,"Retail & Commerce,Agriculture & Food,Financial Services",50K-100K EGP,Large Corporations,2025-06-16,True
user_586,56+,Zagazig,Doctor,"Education,Construction & Real Estate,Technology,Financial Services",100K-500K EGP,Small Businesses,2025-06-16,False
user_587,18-25,Mansoura,Business Owner,"Tourism & Hospitality,Construction & Real Estate,Textiles & Garments,Agriculture & Food",10K-50K EGP,Large Corporations,2025-06-16,True
user_588,46-55,Ismailia,Entrepreneur,"Construction & Real Estate,Textiles & Garments,Tourism & Hospitality",500K+ EGP,Medium Enterprises,2025-06-16,False
user_589,18-25,Aswan,Marketing,"Agriculture & Food,Retail & Commerce,Energy & Utilities",<10K EGP,Medium Enterprises,2025-06-16,True
user_590,26-35,Giza,Doctor,"Construction & Real Estate,Agriculture & Food,Textiles & Garments",100K-500K EGP,Small Businesses,2025-06-16,True
user_591,56+,Damanhur,Engineer,"Construction & Real Estate,Textiles & Garments,Energy & Utilities,Education",100K-500K EGP,Large Corporations,2025-06-16,False
user_592,56+,Cairo,Business Owner,"Tourism & Hospitality,Transportation & Logistics",500K+ EGP,Medium Enterprises,2025-06-16,True
user_593,46-55,Port Said,Marketing,"Technology,Tourism & Hospitality",10K-50K EGP,Small Businesses,2025-06-16,True
user_594,18-25,Zagazig,Student,"Tourism & Hospitality,Construction & Real Estate,Agriculture & Food,Retail & Commerce",10K-50K EGP,Any Size,2025-06-16,False
user_595,18-25,Ismailia,Manager,"Retail & Commerce,Technology,Tourism & Hospitality",100K-500K EGP,Medium Enterprises,2025-06-16,True
user_596,36-45,Zagazig,Teacher,"Agriculture & Food,Construction & Real Estate",500K+ EGP,Any Size,2025-06-16,True
user_597,18-25,Ismailia,Engineer,"Tourism & Hospitality,Manufacturing,Education,Energy & Utilities",50K-100K EGP,Any Size,2025-06-16,True
user_598,56+,Mansoura,Engineer,"Technology,Retail & Commerce",100K-500K EGP,Large Corporations,2025-06-16,True
user_599,46-55,Tanta,Manager,"Financial Services,Construction & Real Estate",500K+ EGP,Medium Enterprises,2025-06-16,True
user_600,18-25,Suez,Doctor,"Construction & Real Estate,Tourism & Hospitality",100K-500K EGP,Large Corporations,2025-06-16,True
user_601,18-25,Damanhur,Sales,"Financial Services,Technology",100K-500K EGP,Any Size,2025-06-16,True
user_602,26-35,Zagazig,Sales,"Healthcare & Pharmaceuticals,Energy & Utilities,Textiles & Garments,Financial Services",50K-100K EGP,Any Size,2025-06-16,True
