UserID,avg_rating,rating_std,total_ratings,min_rating,max_rating,rating_2_count,rating_3_count,rating_4_count,rating_5_count,avg_time_spent,time_spent_std,total_time_spent,max_time_spent,session_count,total_likes,total_shares,total_comments,like_rate,share_rate,comment_rate,num_preferred_industries,unique_industries_explored,browse_diversity_score,prefers_large_corp,prefers_startup,prefers_bulk_orders,prefers_sea_freight,receives_alerts
1133,4.583,0.498,48.0,4.0,5.0,0.0,0.0,20.0,28.0,59.382,35.521,2850.319,198.372,48.0,12.0,4.0,4.0,0.25,0.083,0.083,1,1,1.0,0,1,0,1,0
1134,4.635,0.485,63.0,4.0,5.0,0.0,0.0,23.0,40.0,62.241,38.949,3921.154,195.005,63.0,27.0,11.0,4.0,0.429,0.175,0.063,2,1,0.5,0,1,0,1,1
1135,4.339,0.94,56.0,2.0,5.0,4.0,6.0,13.0,33.0,54.434,34.281,3048.292,185.73,56.0,12.0,2.0,4.0,0.214,0.036,0.071,3,6,2.0,1,0,0,1,1
1136,4.608,0.577,130.0,2.0,5.0,1.0,3.0,42.0,84.0,60.986,29.019,7928.214,192.916,130.0,36.0,6.0,7.0,0.277,0.046,0.054,2,5,2.5,1,0,0,0,1
1137,4.252,0.972,123.0,2.0,5.0,9.0,19.0,27.0,68.0,55.524,32.621,6829.475,193.862,123.0,35.0,15.0,3.0,0.285,0.122,0.024,2,6,3.0,0,0,0,0,1
1138,4.333,0.851,81.0,2.0,5.0,4.0,8.0,26.0,43.0,53.286,26.35,4316.127,123.656,81.0,21.0,4.0,3.0,0.259,0.049,0.037,1,5,5.0,1,0,0,0,0
1139,4.692,0.465,78.0,4.0,5.0,0.0,0.0,24.0,54.0,59.981,33.296,4678.541,178.973,78.0,17.0,7.0,4.0,0.218,0.09,0.051,3,3,1.0,0,1,0,0,1
1140,4.337,0.825,89.0,2.0,5.0,3.0,11.0,28.0,47.0,52.534,28.22,4675.519,162.734,89.0,21.0,1.0,3.0,0.236,0.011,0.034,2,6,3.0,1,0,0,0,1
1141,4.143,0.877,91.0,2.0,5.0,5.0,14.0,35.0,37.0,52.68,33.674,4793.915,196.705,91.0,22.0,9.0,9.0,0.242,0.099,0.099,1,6,6.0,0,0,0,1,1
1142,4.569,0.653,102.0,2.0,5.0,2.0,3.0,32.0,65.0,61.485,38.521,6271.497,282.043,102.0,27.0,13.0,4.0,0.265,0.127,0.039,2,5,2.5,1,0,0,0,1
1143,4.348,0.85,66.0,2.0,5.0,3.0,7.0,20.0,36.0,57.663,32.398,3805.736,163.338,66.0,23.0,12.0,5.0,0.348,0.182,0.076,1,5,5.0,1,0,0,0,1
1144,4.504,0.792,129.0,2.0,5.0,5.0,9.0,31.0,84.0,54.569,32.561,7039.403,226.172,129.0,38.0,6.0,9.0,0.295,0.047,0.07,1,5,5.0,1,0,0,0,0
1145,4.129,0.935,93.0,2.0,5.0,6.0,17.0,29.0,41.0,53.37,33.391,4963.432,176.272,93.0,27.0,11.0,2.0,0.29,0.118,0.022,3,6,2.0,0,0,0,0,0
1146,4.486,0.726,74.0,2.0,5.0,2.0,4.0,24.0,44.0,67.736,36.184,5012.459,181.132,74.0,19.0,10.0,5.0,0.257,0.135,0.068,2,6,3.0,1,0,0,0,0
1147,4.386,0.81,140.0,2.0,5.0,6.0,11.0,46.0,77.0,61.6,45.01,8623.937,300.0,140.0,47.0,8.0,8.0,0.336,0.057,0.057,3,6,2.0,0,0,0,0,0
1148,4.258,0.909,124.0,2.0,5.0,5.0,24.0,29.0,66.0,52.352,30.427,6491.597,179.882,124.0,42.0,8.0,4.0,0.339,0.065,0.032,3,6,2.0,0,0,0,1,1
1149,4.075,0.978,80.0,2.0,5.0,7.0,14.0,25.0,34.0,51.804,38.808,4144.351,268.617,80.0,16.0,6.0,4.0,0.2,0.075,0.05,1,6,6.0,0,0,0,0,1
1150,4.366,0.791,93.0,2.0,5.0,4.0,6.0,35.0,48.0,57.547,31.106,5351.882,209.591,93.0,22.0,10.0,3.0,0.237,0.108,0.032,3,6,2.0,0,0,0,0,1
1151,4.222,0.906,171.0,2.0,5.0,10.0,25.0,53.0,83.0,56.285,34.689,9624.729,189.172,171.0,48.0,17.0,8.0,0.281,0.099,0.047,3,6,2.0,0,0,0,0,0
1152,4.059,0.941,119.0,2.0,5.0,9.0,22.0,41.0,47.0,51.738,33.357,6156.844,173.473,119.0,27.0,14.0,5.0,0.227,0.118,0.042,1,6,6.0,0,0,0,1,1
1153,4.009,0.991,116.0,2.0,5.0,11.0,23.0,36.0,46.0,50.419,32.692,5848.585,159.831,116.0,29.0,7.0,5.0,0.25,0.06,0.043,1,6,6.0,0,0,0,0,1
1154,3.956,0.982,90.0,2.0,5.0,7.0,24.0,25.0,34.0,55.461,42.72,4991.457,237.801,90.0,24.0,10.0,3.0,0.267,0.111,0.033,1,6,6.0,0,0,0,1,0
1155,3.914,0.98,128.0,2.0,5.0,13.0,28.0,44.0,43.0,47.542,34.837,6085.343,170.519,128.0,26.0,8.0,4.0,0.203,0.062,0.031,1,6,6.0,0,0,0,0,0
1156,4.346,0.819,78.0,2.0,5.0,2.0,11.0,23.0,42.0,58.295,29.722,4546.99,134.586,78.0,17.0,4.0,2.0,0.218,0.051,0.026,2,5,2.5,1,0,0,1,0
1157,4.667,0.485,18.0,4.0,5.0,0.0,0.0,6.0,12.0,77.71,37.904,1398.776,176.166,18.0,3.0,2.0,0.0,0.167,0.111,0.0,1,1,1.0,0,1,1,0,0
1158,4.608,0.491,79.0,4.0,5.0,0.0,0.0,31.0,48.0,58.27,30.192,4603.364,182.33,79.0,19.0,6.0,1.0,0.241,0.076,0.013,3,3,1.0,0,1,0,0,1
1159,4.718,0.453,71.0,4.0,5.0,0.0,0.0,20.0,51.0,65.387,31.573,4642.502,147.923,71.0,23.0,4.0,4.0,0.324,0.056,0.056,2,2,1.0,0,1,1,1,0
1160,3.733,0.963,45.0,2.0,5.0,4.0,16.0,13.0,12.0,42.122,29.482,1895.487,119.02,45.0,14.0,2.0,2.0,0.311,0.044,0.044,1,5,5.0,1,0,1,0,1
1161,3.859,0.963,78.0,2.0,5.0,6.0,24.0,23.0,25.0,47.214,27.083,3682.685,133.021,78.0,23.0,3.0,3.0,0.295,0.038,0.038,1,6,6.0,0,0,1,0,1
1162,3.988,1.055,81.0,2.0,5.0,9.0,18.0,19.0,35.0,46.303,34.76,3750.507,164.683,81.0,18.0,8.0,4.0,0.222,0.099,0.049,1,6,6.0,0,0,1,0,1
1163,4.483,0.767,120.0,2.0,5.0,3.0,11.0,31.0,75.0,61.866,38.261,7423.877,167.728,120.0,37.0,9.0,5.0,0.308,0.075,0.042,3,6,2.0,0,0,1,0,0
1164,4.443,0.813,79.0,2.0,5.0,3.0,7.0,21.0,48.0,51.901,27.639,4100.185,147.321,79.0,26.0,12.0,3.0,0.329,0.152,0.038,1,5,5.0,1,0,0,0,0
1165,3.67,1.064,100.0,2.0,5.0,15.0,33.0,22.0,30.0,46.585,31.418,4658.452,217.947,100.0,14.0,7.0,3.0,0.14,0.07,0.03,1,6,6.0,0,0,1,1,1
1166,4.567,0.699,150.0,2.0,5.0,4.0,6.0,41.0,99.0,60.93,35.081,9139.475,224.098,150.0,44.0,8.0,3.0,0.293,0.053,0.02,3,5,1.6666666666666667,1,0,1,0,0
1167,4.374,0.755,91.0,2.0,5.0,2.0,9.0,33.0,47.0,52.861,27.112,4810.388,132.984,91.0,29.0,7.0,4.0,0.319,0.077,0.044,2,6,3.0,1,0,0,0,0
1168,4.198,0.904,126.0,2.0,5.0,7.0,20.0,40.0,59.0,55.643,33.547,7011.038,210.7,126.0,25.0,18.0,6.0,0.198,0.143,0.048,3,6,2.0,0,0,0,0,1
1169,4.429,0.824,140.0,2.0,5.0,6.0,12.0,38.0,84.0,53.01,31.187,7421.454,205.191,140.0,45.0,14.0,12.0,0.321,0.1,0.086,3,6,2.0,0,0,0,0,1
1170,4.163,0.971,98.0,2.0,5.0,6.0,21.0,22.0,49.0,57.056,36.531,5591.499,229.761,98.0,25.0,6.0,5.0,0.255,0.061,0.051,1,6,6.0,0,0,0,0,1
1171,3.963,1.004,108.0,2.0,5.0,10.0,26.0,30.0,42.0,47.877,36.206,5170.747,193.157,108.0,26.0,11.0,8.0,0.241,0.102,0.074,2,6,3.0,0,0,0,0,0
1172,4.12,0.942,83.0,2.0,5.0,6.0,14.0,27.0,36.0,47.744,27.269,3962.778,179.503,83.0,25.0,8.0,2.0,0.301,0.096,0.024,1,5,5.0,0,0,0,1,1
1173,4.667,0.474,84.0,4.0,5.0,0.0,0.0,28.0,56.0,59.783,28.339,5021.765,128.529,84.0,17.0,7.0,3.0,0.202,0.083,0.036,1,1,1.0,0,1,0,0,1
1174,3.682,1.068,129.0,2.0,5.0,21.0,37.0,33.0,38.0,49.506,41.164,6386.278,300.0,129.0,31.0,6.0,3.0,0.24,0.047,0.023,1,6,6.0,0,0,1,0,1
1175,4.5,0.737,104.0,2.0,5.0,2.0,9.0,28.0,65.0,61.146,33.357,6359.165,215.808,104.0,24.0,5.0,6.0,0.231,0.048,0.058,2,6,3.0,0,0,0,0,0
1176,4.284,0.931,134.0,2.0,5.0,9.0,17.0,35.0,73.0,56.12,33.358,7520.108,188.381,134.0,39.0,11.0,9.0,0.291,0.082,0.067,1,6,6.0,0,0,0,1,0
1177,4.509,0.808,106.0,2.0,5.0,6.0,3.0,28.0,69.0,59.219,35.589,6277.195,216.289,106.0,32.0,9.0,5.0,0.302,0.085,0.047,3,5,1.6666666666666667,0,0,0,0,1
1178,4.705,0.458,112.0,4.0,5.0,0.0,0.0,33.0,79.0,57.763,29.885,6469.505,213.631,112.0,31.0,11.0,7.0,0.277,0.098,0.062,3,2,0.6666666666666666,0,1,0,1,1
1179,4.099,0.978,91.0,2.0,5.0,6.0,21.0,22.0,42.0,50.601,31.413,4604.709,156.099,91.0,28.0,6.0,3.0,0.308,0.066,0.033,1,6,6.0,0,0,0,0,0
1180,4.35,0.913,163.0,2.0,5.0,11.0,16.0,41.0,95.0,57.552,36.062,9380.906,186.228,163.0,38.0,20.0,5.0,0.233,0.123,0.031,2,6,3.0,0,0,0,1,1
1181,4.5,0.735,64.0,3.0,5.0,0.0,9.0,14.0,41.0,58.47,31.657,3742.096,200.08,64.0,15.0,2.0,5.0,0.234,0.031,0.078,2,5,2.5,1,0,0,1,1
1182,4.574,0.647,209.0,2.0,5.0,3.0,9.0,62.0,135.0,59.326,31.449,12399.204,185.751,209.0,62.0,22.0,7.0,0.297,0.105,0.033,3,6,2.0,0,0,0,0,0
1183,4.539,0.625,115.0,2.0,5.0,1.0,5.0,40.0,69.0,59.262,33.071,6815.11,242.24,115.0,32.0,10.0,6.0,0.278,0.087,0.052,2,5,2.5,1,0,0,0,1
1184,4.042,1.035,96.0,2.0,5.0,10.0,19.0,24.0,43.0,45.901,26.653,4406.515,183.652,96.0,26.0,6.0,5.0,0.271,0.062,0.052,2,6,3.0,0,0,1,1,0
1185,4.674,0.493,95.0,3.0,5.0,0.0,1.0,29.0,65.0,62.615,33.686,5948.402,175.941,95.0,26.0,7.0,5.0,0.274,0.074,0.053,3,4,1.3333333333333333,1,0,0,1,0
1186,4.292,0.956,89.0,2.0,5.0,6.0,13.0,19.0,51.0,58.094,33.405,5170.324,189.061,89.0,25.0,8.0,4.0,0.281,0.09,0.045,1,6,6.0,0,0,0,1,1
1187,4.008,0.904,132.0,2.0,5.0,9.0,26.0,52.0,45.0,52.4,38.851,6916.848,253.577,132.0,27.0,14.0,6.0,0.205,0.106,0.045,1,6,6.0,0,0,0,1,1
1188,4.145,0.951,55.0,2.0,5.0,4.0,9.0,17.0,25.0,50.38,42.258,2770.876,256.813,55.0,13.0,3.0,1.0,0.236,0.055,0.018,1,6,6.0,0,0,0,0,0
1189,4.022,1.075,135.0,2.0,5.0,17.0,25.0,31.0,62.0,51.971,36.401,7016.114,215.198,135.0,30.0,9.0,6.0,0.222,0.067,0.044,2,6,3.0,0,0,1,1,1
1190,4.259,0.994,54.0,2.0,5.0,5.0,6.0,13.0,30.0,62.909,44.267,3397.063,231.672,54.0,18.0,5.0,7.0,0.333,0.093,0.13,2,5,2.5,1,0,0,1,0
1191,4.404,0.808,89.0,2.0,5.0,3.0,9.0,26.0,51.0,57.702,28.869,5135.487,137.954,89.0,18.0,8.0,2.0,0.202,0.09,0.022,3,6,2.0,0,0,1,0,0
1192,4.395,0.782,157.0,2.0,5.0,4.0,17.0,49.0,87.0,51.976,29.159,8160.204,158.167,157.0,32.0,16.0,12.0,0.204,0.102,0.076,2,6,3.0,0,0,0,0,0
1193,4.41,0.889,78.0,2.0,5.0,5.0,6.0,19.0,48.0,59.178,31.303,4615.864,149.762,78.0,20.0,12.0,5.0,0.256,0.154,0.064,1,5,5.0,0,0,0,0,1
1194,4.829,0.382,35.0,4.0,5.0,0.0,0.0,6.0,29.0,60.895,32.064,2131.337,157.258,35.0,6.0,2.0,0.0,0.171,0.057,0.0,2,1,0.5,0,1,1,0,1
1195,4.404,0.852,146.0,2.0,5.0,8.0,11.0,41.0,86.0,56.609,33.099,8264.918,223.855,146.0,34.0,17.0,7.0,0.233,0.116,0.048,3,6,2.0,0,0,0,1,0
1196,4.267,0.876,187.0,2.0,5.0,7.0,32.0,52.0,96.0,56.284,33.145,10525.051,173.999,187.0,48.0,19.0,6.0,0.257,0.102,0.032,1,6,6.0,0,0,0,0,0
1197,3.673,0.959,110.0,2.0,5.0,12.0,38.0,34.0,26.0,43.11,31.913,4742.129,226.672,110.0,27.0,5.0,4.0,0.245,0.045,0.036,1,6,6.0,0,0,1,0,0
1198,4.162,0.991,117.0,2.0,5.0,11.0,16.0,33.0,57.0,52.287,34.378,6117.538,192.453,117.0,29.0,13.0,1.0,0.248,0.111,0.009,3,6,2.0,0,0,0,1,1
1199,4.725,0.488,109.0,3.0,5.0,0.0,2.0,26.0,81.0,56.384,31.706,6145.817,237.245,109.0,28.0,9.0,5.0,0.257,0.083,0.046,2,5,2.5,1,0,0,0,1
1200,4.43,0.746,79.0,2.0,5.0,2.0,6.0,27.0,44.0,54.548,31.52,4309.274,164.579,79.0,25.0,11.0,3.0,0.316,0.139,0.038,2,5,2.5,1,0,0,1,0
1201,4.406,0.79,106.0,2.0,5.0,4.0,8.0,35.0,59.0,60.745,43.474,6438.95,300.0,106.0,22.0,14.0,5.0,0.208,0.132,0.047,2,6,3.0,0,0,1,0,0
1202,4.082,0.991,85.0,2.0,5.0,5.0,23.0,17.0,40.0,44.566,27.984,3788.086,161.054,85.0,24.0,6.0,2.0,0.282,0.071,0.024,1,6,6.0,0,0,0,0,1
1203,4.477,0.678,107.0,2.0,5.0,2.0,5.0,40.0,60.0,62.445,33.491,6681.569,196.497,107.0,32.0,13.0,4.0,0.299,0.121,0.037,1,5,5.0,0,0,0,1,0
1204,4.121,0.907,99.0,2.0,5.0,6.0,17.0,35.0,41.0,49.844,31.9,4934.564,168.008,99.0,22.0,6.0,3.0,0.222,0.061,0.03,2,6,3.0,0,0,0,0,1
1205,4.463,0.742,108.0,2.0,5.0,2.0,10.0,32.0,64.0,62.192,38.578,6716.711,225.837,108.0,25.0,8.0,5.0,0.231,0.074,0.046,3,6,2.0,0,0,0,0,0
1206,4.34,0.847,103.0,2.0,5.0,4.0,13.0,30.0,56.0,56.039,33.891,5771.992,219.558,103.0,25.0,18.0,2.0,0.243,0.175,0.019,2,6,3.0,0,0,0,0,1
1207,4.765,0.437,17.0,4.0,5.0,0.0,0.0,4.0,13.0,54.793,29.348,931.484,134.567,17.0,7.0,2.0,0.0,0.412,0.118,0.0,1,1,1.0,0,1,0,0,0
1208,4.147,0.959,102.0,2.0,5.0,7.0,19.0,28.0,48.0,52.901,35.074,5395.852,236.314,102.0,32.0,6.0,9.0,0.314,0.059,0.088,1,6,6.0,0,0,0,0,1
1209,4.589,0.645,129.0,2.0,5.0,2.0,5.0,37.0,85.0,61.503,34.484,7933.917,219.852,129.0,34.0,16.0,5.0,0.264,0.124,0.039,3,6,2.0,1,0,1,0,1
1210,4.0,0.959,88.0,2.0,5.0,6.0,22.0,26.0,34.0,48.648,28.158,4281.06,139.192,88.0,17.0,10.0,2.0,0.193,0.114,0.023,1,6,6.0,0,0,0,1,0
1211,4.549,0.72,142.0,2.0,5.0,2.0,13.0,32.0,95.0,62.222,34.897,8835.5,180.576,142.0,38.0,12.0,7.0,0.268,0.085,0.049,3,6,2.0,0,0,0,0,1
1212,4.167,0.883,48.0,2.0,5.0,2.0,9.0,16.0,21.0,49.165,27.644,2359.925,120.218,48.0,15.0,4.0,3.0,0.312,0.083,0.062,1,5,5.0,1,0,0,1,0
1213,4.746,0.439,59.0,4.0,5.0,0.0,0.0,15.0,44.0,58.089,31.229,3427.229,175.915,59.0,23.0,6.0,7.0,0.39,0.102,0.119,3,2,0.6666666666666666,0,1,0,0,0
1214,4.465,0.747,86.0,2.0,5.0,3.0,4.0,29.0,50.0,59.198,35.947,5091.049,165.114,86.0,28.0,5.0,4.0,0.326,0.058,0.047,3,6,2.0,0,0,0,0,0
1215,4.261,0.918,115.0,2.0,5.0,8.0,13.0,35.0,59.0,54.705,37.167,6291.107,287.637,115.0,40.0,11.0,2.0,0.348,0.096,0.017,2,6,3.0,0,0,0,1,1
1216,4.412,0.883,102.0,2.0,5.0,7.0,6.0,27.0,62.0,51.642,29.781,5267.501,149.286,102.0,21.0,6.0,4.0,0.206,0.059,0.039,2,6,3.0,0,0,0,0,1
1217,4.705,0.486,149.0,3.0,5.0,0.0,2.0,40.0,107.0,62.333,34.47,9287.596,176.479,149.0,39.0,15.0,3.0,0.262,0.101,0.02,3,6,2.0,0,0,0,0,0
1218,4.283,0.856,145.0,2.0,5.0,7.0,17.0,49.0,72.0,51.129,29.296,7413.73,154.328,145.0,43.0,14.0,5.0,0.297,0.097,0.034,2,6,3.0,0,0,0,0,1
1219,4.83,0.379,53.0,4.0,5.0,0.0,0.0,9.0,44.0,57.102,29.26,3026.423,143.521,53.0,17.0,6.0,3.0,0.321,0.113,0.057,1,1,1.0,0,1,1,0,1
1220,4.742,0.439,178.0,4.0,5.0,0.0,0.0,46.0,132.0,61.878,31.061,11014.343,157.161,178.0,53.0,22.0,12.0,0.298,0.124,0.067,3,3,1.0,0,1,0,1,1
1221,4.628,0.659,172.0,2.0,5.0,4.0,5.0,42.0,121.0,58.881,28.541,10127.594,158.259,172.0,51.0,23.0,8.0,0.297,0.134,0.047,3,6,2.0,1,0,0,0,0
1222,4.153,0.988,72.0,2.0,5.0,7.0,9.0,22.0,34.0,56.147,36.88,4042.551,191.871,72.0,18.0,4.0,3.0,0.25,0.056,0.042,1,5,5.0,1,0,1,0,0
1223,4.346,0.77,127.0,2.0,5.0,3.0,14.0,46.0,64.0,58.766,37.916,7463.333,185.904,127.0,33.0,11.0,6.0,0.26,0.087,0.047,2,6,3.0,0,0,0,0,1
1224,4.088,0.996,102.0,2.0,5.0,9.0,19.0,28.0,46.0,49.727,28.598,5072.169,142.341,102.0,33.0,10.0,5.0,0.324,0.098,0.049,1,6,6.0,0,0,0,0,1
1225,4.566,0.668,122.0,2.0,5.0,3.0,3.0,38.0,78.0,60.905,35.725,7430.459,186.513,122.0,42.0,10.0,8.0,0.344,0.082,0.066,2,5,2.5,1,0,0,1,0
1226,3.902,1.005,51.0,2.0,5.0,4.0,16.0,12.0,19.0,49.87,34.042,2543.376,140.299,51.0,14.0,3.0,1.0,0.275,0.059,0.02,1,5,5.0,0,0,0,0,0
1227,3.864,0.951,118.0,2.0,5.0,12.0,26.0,46.0,34.0,44.225,26.317,5218.559,112.333,118.0,31.0,8.0,3.0,0.263,0.068,0.025,1,6,6.0,0,0,1,1,0
1228,4.621,0.605,140.0,2.0,5.0,2.0,3.0,41.0,94.0,63.079,37.525,8831.091,300.0,140.0,41.0,15.0,5.0,0.293,0.107,0.036,3,5,1.6666666666666667,0,0,0,0,0
1229,4.727,0.447,132.0,4.0,5.0,0.0,0.0,36.0,96.0,61.289,31.086,8090.209,175.576,132.0,42.0,10.0,8.0,0.318,0.076,0.061,2,2,1.0,0,1,0,0,0
1230,4.184,0.922,87.0,2.0,5.0,5.0,15.0,26.0,41.0,54.751,30.571,4763.338,139.244,87.0,18.0,9.0,2.0,0.207,0.103,0.023,1,6,6.0,0,0,0,0,0
1231,3.937,0.965,63.0,2.0,5.0,7.0,10.0,26.0,20.0,49.925,33.844,3145.265,140.934,63.0,14.0,5.0,3.0,0.222,0.079,0.048,1,5,5.0,1,0,1,0,0
1232,4.833,0.377,42.0,4.0,5.0,0.0,0.0,7.0,35.0,55.607,29.797,2335.483,141.347,42.0,11.0,6.0,1.0,0.262,0.143,0.024,1,1,1.0,0,1,0,1,0
1233,4.759,0.432,58.0,4.0,5.0,0.0,0.0,14.0,44.0,60.879,26.253,3530.982,123.485,58.0,17.0,2.0,2.0,0.293,0.034,0.034,1,1,1.0,0,1,0,0,0
1234,4.25,0.949,164.0,2.0,5.0,13.0,19.0,46.0,86.0,49.98,31.152,8196.665,196.877,164.0,38.0,14.0,8.0,0.232,0.085,0.049,2,6,3.0,0,0,0,0,0
1235,4.411,0.824,107.0,2.0,5.0,3.0,14.0,26.0,64.0,50.389,30.628,5391.671,150.301,107.0,25.0,11.0,7.0,0.234,0.103,0.065,3,6,2.0,0,0,0,0,0
1236,4.152,0.846,66.0,2.0,5.0,2.0,13.0,24.0,27.0,46.806,30.596,3089.217,135.107,66.0,16.0,2.0,6.0,0.242,0.03,0.091,1,6,6.0,0,0,0,0,1
1237,4.269,0.878,78.0,2.0,5.0,2.0,16.0,19.0,41.0,49.841,31.422,3887.615,164.581,78.0,16.0,7.0,2.0,0.205,0.09,0.026,2,6,3.0,0,0,0,0,1
1238,4.232,0.998,82.0,2.0,5.0,7.0,12.0,18.0,45.0,56.336,40.465,4619.52,236.702,82.0,20.0,9.0,3.0,0.244,0.11,0.037,2,6,3.0,0,0,1,1,1
1239,3.672,1.049,58.0,2.0,5.0,8.0,20.0,13.0,17.0,42.721,26.949,2477.807,163.524,58.0,19.0,4.0,4.0,0.328,0.069,0.069,1,6,6.0,0,0,1,1,0
1240,4.722,0.454,36.0,4.0,5.0,0.0,0.0,10.0,26.0,49.657,27.347,1787.663,122.512,36.0,9.0,4.0,3.0,0.25,0.111,0.083,1,1,1.0,0,1,0,0,0
1241,4.345,0.833,87.0,2.0,5.0,4.0,8.0,29.0,46.0,53.569,31.966,4660.544,180.499,87.0,26.0,8.0,3.0,0.299,0.092,0.034,1,5,5.0,1,0,0,0,1
1242,4.644,0.605,90.0,2.0,5.0,1.0,3.0,23.0,63.0,66.025,39.363,5942.258,206.574,90.0,18.0,11.0,6.0,0.2,0.122,0.067,2,5,2.5,1,0,0,1,1
1243,4.388,0.893,80.0,2.0,5.0,4.0,10.0,17.0,49.0,56.868,35.699,4549.413,185.395,80.0,23.0,6.0,6.0,0.288,0.075,0.075,2,6,3.0,1,0,0,0,1
1244,4.657,0.478,70.0,4.0,5.0,0.0,0.0,24.0,46.0,61.311,27.506,4291.784,163.927,70.0,22.0,6.0,6.0,0.314,0.086,0.086,1,1,1.0,0,1,0,0,1
1245,4.449,0.802,118.0,2.0,5.0,4.0,11.0,31.0,72.0,51.391,26.437,6064.082,129.023,118.0,24.0,14.0,9.0,0.203,0.119,0.076,3,5,1.6666666666666667,0,0,0,0,0
1246,4.621,0.593,140.0,2.0,5.0,1.0,5.0,40.0,94.0,61.899,34.428,8665.811,244.537,140.0,39.0,14.0,3.0,0.279,0.1,0.021,2,5,2.5,1,0,0,0,0
1247,4.355,0.726,62.0,2.0,5.0,1.0,6.0,25.0,30.0,55.934,31.541,3467.913,141.117,62.0,15.0,5.0,2.0,0.242,0.081,0.032,2,5,2.5,1,0,0,1,1
1248,4.472,0.782,178.0,2.0,5.0,5.0,17.0,45.0,111.0,61.531,34.81,10952.474,262.0,178.0,61.0,26.0,7.0,0.343,0.146,0.039,3,6,2.0,0,0,0,0,0
1250,4.594,0.754,69.0,2.0,5.0,3.0,2.0,15.0,49.0,53.574,29.821,3696.585,143.678,69.0,21.0,6.0,3.0,0.304,0.087,0.043,2,5,2.5,1,0,0,0,0
1251,4.338,0.913,80.0,2.0,5.0,5.0,9.0,20.0,46.0,54.807,28.984,4384.577,152.566,80.0,17.0,10.0,4.0,0.212,0.125,0.05,1,6,6.0,0,0,0,0,0
1252,4.439,0.774,98.0,2.0,5.0,3.0,8.0,30.0,57.0,54.134,28.473,5305.154,159.199,98.0,26.0,3.0,4.0,0.265,0.031,0.041,1,5,5.0,1,0,0,1,0
1253,3.712,0.999,125.0,2.0,5.0,13.0,46.0,30.0,36.0,42.941,29.912,5367.585,179.643,125.0,32.0,9.0,5.0,0.256,0.072,0.04,1,6,6.0,0,0,1,0,1
1255,4.476,0.756,126.0,2.0,5.0,3.0,11.0,35.0,77.0,54.532,27.773,6871.067,144.319,126.0,27.0,13.0,2.0,0.214,0.103,0.016,1,5,5.0,1,0,0,0,1
1256,4.679,0.476,28.0,4.0,5.0,0.0,0.0,9.0,19.0,63.46,25.704,1776.888,127.613,28.0,9.0,0.0,0.0,0.321,0.0,0.0,1,1,1.0,0,1,1,0,1
1257,3.977,1.0,87.0,2.0,5.0,8.0,20.0,25.0,34.0,49.313,34.452,4290.205,199.083,87.0,18.0,5.0,4.0,0.207,0.057,0.046,1,6,6.0,0,0,1,1,1
1258,4.675,0.474,40.0,4.0,5.0,0.0,0.0,13.0,27.0,66.31,24.163,2652.403,116.37,40.0,8.0,4.0,4.0,0.2,0.1,0.1,1,1,1.0,0,1,0,0,0
1259,3.991,1.026,114.0,2.0,5.0,12.0,24.0,31.0,47.0,46.193,35.181,5266.004,249.421,114.0,26.0,8.0,9.0,0.228,0.07,0.079,1,6,6.0,0,0,1,1,1
1260,4.707,0.457,140.0,4.0,5.0,0.0,0.0,41.0,99.0,61.196,31.379,8567.482,228.961,140.0,42.0,7.0,6.0,0.3,0.05,0.043,3,3,1.0,0,1,0,0,1
1261,4.503,0.679,173.0,2.0,5.0,3.0,9.0,59.0,102.0,56.556,27.258,9784.221,143.788,173.0,45.0,18.0,7.0,0.26,0.104,0.04,3,6,2.0,0,0,0,0,1
1262,4.165,0.86,91.0,2.0,5.0,3.0,18.0,31.0,39.0,48.935,29.695,4453.098,152.353,91.0,25.0,9.0,3.0,0.275,0.099,0.033,1,6,6.0,0,0,1,1,0
1263,4.461,0.807,76.0,2.0,5.0,3.0,6.0,20.0,47.0,51.57,30.204,3919.356,186.012,76.0,16.0,7.0,7.0,0.211,0.092,0.092,3,5,1.6666666666666667,1,0,0,1,0
1264,4.388,0.709,85.0,3.0,5.0,0.0,11.0,30.0,44.0,50.974,23.037,4332.767,104.954,85.0,25.0,5.0,4.0,0.294,0.059,0.047,1,5,5.0,1,0,0,0,1
1265,4.426,0.755,94.0,2.0,5.0,3.0,6.0,33.0,52.0,57.113,30.158,5368.598,181.962,94.0,29.0,8.0,3.0,0.309,0.085,0.032,1,5,5.0,1,0,0,1,1
1267,4.671,0.473,73.0,4.0,5.0,0.0,0.0,24.0,49.0,64.89,31.666,4736.981,154.223,73.0,17.0,3.0,1.0,0.233,0.041,0.014,1,1,1.0,0,1,0,1,1
1268,4.122,0.946,123.0,2.0,5.0,9.0,21.0,39.0,54.0,48.528,29.586,5968.885,181.692,123.0,32.0,8.0,2.0,0.26,0.065,0.016,1,6,6.0,0,0,0,0,0
1269,4.135,1.098,104.0,2.0,5.0,14.0,14.0,20.0,56.0,47.661,30.067,4956.732,153.081,104.0,25.0,11.0,6.0,0.24,0.106,0.058,2,6,3.0,0,0,0,0,1
